reaction,origin,added,notebook,notes
3HAD120,iML1515,automatic,3.1,none
DSBCGT,iML1515,automatic,3.1,none
DSBGGT,iML1515,automatic,3.1,none
EAR180x,iML1515,automatic,3.1,none
AKGtex,iML1515,automatic,3.1,none
SO4t2pp,iML1515,automatic,3.1,none
EAR180y,iML1515,automatic,3.1,none
AGPAT120,iML1515,automatic,3.1,none
DHNAOT4,iML1515,automatic,3.1,none
AMPMS2,iML1515,automatic,3.1,none
DM_oxam_c,iML1515,automatic,3.1,none
ALR4x,iML1515,automatic,3.1,none
PGPP120,iML1515,automatic,3.1,none
DAGK120,iML1515,automatic,3.1,none
ALLTNtex,iML1515,automatic,3.1,none
PSSA180,iML1515,automatic,3.1,none
ASNtex,iML1515,automatic,3.1,none
PSSA161,iML1515,automatic,3.1,none
PSSA141,iML1515,automatic,3.1,none
PSD160,iML1515,automatic,3.1,none
PSD161,iML1515,automatic,3.1,none
PSD180,iML1515,automatic,3.1,none
COLIPAabcpp,iML1515,automatic,3.1,none
LPLIPAL1G141pp,iML1515,automatic,3.1,none
LPLIPAL1G180pp,iML1515,automatic,3.1,none
LPLIPAL1G181pp,iML1515,automatic,3.1,none
ACONIs,iML1515,automatic,3.1,none
ACONTb,iML1515,automatic,3.1,none
GLCP2,iML1515,automatic,3.1,none
F6Pt6_2pp,iML1515,automatic,3.1,none
PPALtpp,iML1515,automatic,3.1,none
PLIPA2A140pp,iML1515,automatic,3.1,none
PLIPA2A141pp,iML1515,automatic,3.1,none
PLIPA2A180pp,iML1515,automatic,3.1,none
GAM6Pt6_2pp,iML1515,automatic,3.1,none
PLIPA2E141pp,iML1515,automatic,3.1,none
FE3HOXabcpp,iML1515,automatic,3.1,none
PLIPA2E181pp,iML1515,automatic,3.1,none
PLIPA2G140pp,iML1515,automatic,3.1,none
PPALtex,iML1515,automatic,3.1,none
CA2tex,iML1515,automatic,3.1,none
CUtex,iML1515,automatic,3.1,none
3HAD161,iML1515,automatic,3.1,none
PLIPA2G160pp,iML1515,automatic,3.1,none
CU1Opp,iML1515,automatic,3.1,none
PLIPA2G181pp,iML1515,automatic,3.1,none
SUCDi,iML1515,automatic,3.1,none
FADRx2,iML1515,automatic,3.1,none
LPLIPAL1E141pp,iML1515,automatic,3.1,none
LALDO2x,iML1515,automatic,3.1,none
12PPDRtex,iML1515,automatic,3.1,none
LPLIPAL1E160pp,iML1515,automatic,3.1,none
LPLIPAL1E180pp,iML1515,automatic,3.1,none
ASNS1,iML1515,automatic,3.1,none
EAR80y,iML1515,automatic,3.1,none
EAR120y,iML1515,automatic,3.1,none
3OAR181,iML1515,automatic,3.1,none
3HAD121,iML1515,automatic,3.1,none
EAR121y,iML1515,automatic,3.1,none
LPLIPAL1E181pp,iML1515,automatic,3.1,none
LPLIPAL1G160pp,iML1515,automatic,3.1,none
LPLIPAL1G161pp,iML1515,automatic,3.1,none
GTHRDHpp,iML1515,automatic,3.1,none
EX_o2_e,iML1515,automatic,3.1,none
PROGLYtex,iML1515,automatic,3.1,none
EX_progly_e,iML1515,automatic,3.1,none
MDDCP2pp,iML1515,automatic,3.1,none
LPLIPAL1G120pp,iML1515,automatic,3.1,none
PLIPA2E140pp,iML1515,automatic,3.1,none
PLIPA2E160pp,iML1515,automatic,3.1,none
PLIPA2A161pp,iML1515,automatic,3.1,none
PLIPA2A181pp,iML1515,automatic,3.1,none
F6Ptex,iML1515,automatic,3.1,none
MDDCP3pp,iML1515,automatic,3.1,none
EAR140x,iML1515,automatic,3.1,none
EAR40y,iML1515,automatic,3.1,none
GAMAN6Ptex,iML1515,automatic,3.1,none
EX_gal_bD_e,iML1515,automatic,3.1,none
3OAS181,iML1515,automatic,3.1,none
EAR161y,iML1515,automatic,3.1,none
G3PAT140,iML1515,automatic,3.1,none
G3PAT160,iML1515,automatic,3.1,none
G3PAT161,iML1515,automatic,3.1,none
AGPAT160,iML1515,automatic,3.1,none
AGPAT140,iML1515,automatic,3.1,none
PGSA160,iML1515,automatic,3.1,none
MLDCP2Bpp,iML1515,automatic,3.1,none
3OAS140,iML1515,automatic,3.1,none
3OAR140,iML1515,automatic,3.1,none
CDAPPA140,iML1515,automatic,3.1,none
MLDCP1App,iML1515,automatic,3.1,none
EAR160y,iML1515,automatic,3.1,none
3OAR160,iML1515,automatic,3.1,none
PDE4,iML1515,automatic,3.1,none
PGSA161,iML1515,automatic,3.1,none
3HAD181,iML1515,automatic,3.1,none
PGPP160,iML1515,automatic,3.1,none
EAR100y,iML1515,automatic,3.1,none
3OAR141,iML1515,automatic,3.1,none
3OAR161,iML1515,automatic,3.1,none
3HAD141,iML1515,automatic,3.1,none
EAR121x,iML1515,automatic,3.1,none
PGPP180,iML1515,automatic,3.1,none
PGPP161,iML1515,automatic,3.1,none
PGPP181,iML1515,automatic,3.1,none
PSD140,iML1515,automatic,3.1,none
MICITDr,iML1515,automatic,3.1,none
CDAPPA180,iML1515,automatic,3.1,none
AGM4PH,iML1515,automatic,3.1,none
NTP12,iML1515,automatic,3.1,none
PE141abcpp,iML1515,automatic,3.1,none
CDAPPA181,iML1515,automatic,3.1,none
PGSA140,iML1515,automatic,3.1,none
LPLIPAL1A141pp,iML1515,automatic,3.1,none
LPLIPAL1A180pp,iML1515,automatic,3.1,none
LPLIPAL1E140pp,iML1515,automatic,3.1,none
LPLIPAL1E161pp,iML1515,automatic,3.1,none
LPLIPAL1G140pp,iML1515,automatic,3.1,none
PE160abcpp,iML1515,automatic,3.1,none
PE161abcpp,iML1515,automatic,3.1,none
PSD141,iML1515,automatic,3.1,none
PG140abcpp,iML1515,automatic,3.1,none
PG141abcpp,iML1515,automatic,3.1,none
ACONTa,iML1515,automatic,3.1,none
MLDCP2App,iML1515,automatic,3.1,none
12DGR140tipp,iML1515,automatic,3.1,none
PG180abcpp,iML1515,automatic,3.1,none
12DGR160tipp,iML1515,automatic,3.1,none
PG181abcpp,iML1515,automatic,3.1,none
AM4PA,iML1515,automatic,3.1,none
PGP141abcpp,iML1515,automatic,3.1,none
PGP160abcpp,iML1515,automatic,3.1,none
12DGR180tipp,iML1515,automatic,3.1,none
PGPP120pp,iML1515,automatic,3.1,none
PGPP181pp,iML1515,automatic,3.1,none
CLPNH120pp,iML1515,automatic,3.1,none
PGP180abcpp,iML1515,automatic,3.1,none
EX_dump_e,iML1515,automatic,3.1,none
PAPA181pp,iML1515,automatic,3.1,none
PA140abcpp,iML1515,automatic,3.1,none
CLPNH140pp,iML1515,automatic,3.1,none
EX_12ppd__R_e,iML1515,automatic,3.1,none
PGSA181,iML1515,automatic,3.1,none
PGPP140,iML1515,automatic,3.1,none
PGPP141,iML1515,automatic,3.1,none
MDDCP5pp,iML1515,automatic,3.1,none
MLTGY3pp,iML1515,automatic,3.1,none
12DGR120tipp,iML1515,automatic,3.1,none
MDDCP4pp,iML1515,automatic,3.1,none
CLPNS140pp,iML1515,automatic,3.1,none
CLPNS141pp,iML1515,automatic,3.1,none
G3PAT180,iML1515,automatic,3.1,none
EX_o2s_e,iML1515,automatic,3.1,none
PLIPA1G160pp,iML1515,automatic,3.1,none
PG120abcpp,iML1515,automatic,3.1,none
EX_gal1p_e,iML1515,automatic,3.1,none
PE140abcpp,iML1515,automatic,3.1,none
CFAS160E,iML1515,automatic,3.1,none
PLIPA1G141pp,iML1515,automatic,3.1,none
LPLIPAL2E160,iML1515,automatic,3.1,none
LPLIPAL2G140,iML1515,automatic,3.1,none
LPLIPAL2G160,iML1515,automatic,3.1,none
CFAS180E,iML1515,automatic,3.1,none
EX_dcmp_e,iML1515,automatic,3.1,none
CFAS180G,iML1515,automatic,3.1,none
PAPA160,iML1515,automatic,3.1,none
2AGPE140tipp,iML1515,automatic,3.1,none
2AGPE160tipp,iML1515,automatic,3.1,none
2AGPE180tipp,iML1515,automatic,3.1,none
PAPA180,iML1515,automatic,3.1,none
PAPA181,iML1515,automatic,3.1,none
2AGPE141tipp,iML1515,automatic,3.1,none
2AGPE161tipp,iML1515,automatic,3.1,none
EX_23ccmp_e,iML1515,automatic,3.1,none
2AGPA161tipp,iML1515,automatic,3.1,none
2AGPA181tipp,iML1515,automatic,3.1,none
2AGPG120tipp,iML1515,automatic,3.1,none
LPLIPAL2G120,iML1515,automatic,3.1,none
PA141abcpp,iML1515,automatic,3.1,none
PETNT161pp,iML1515,automatic,3.1,none
PSSA160,iML1515,automatic,3.1,none
PSSA181,iML1515,automatic,3.1,none
DAGK140,iML1515,automatic,3.1,none
DAGK160,iML1515,automatic,3.1,none
DAGK141,iML1515,automatic,3.1,none
DAGK161,iML1515,automatic,3.1,none
AGPAT181,iML1515,automatic,3.1,none
PA161abcpp,iML1515,automatic,3.1,none
PA180abcpp,iML1515,automatic,3.1,none
PGPP161pp,iML1515,automatic,3.1,none
PE120abcpp,iML1515,automatic,3.1,none
MDDEP3pp,iML1515,automatic,3.1,none
MDDEP4pp,iML1515,automatic,3.1,none
PE180abcpp,iML1515,automatic,3.1,none
PAPA140,iML1515,automatic,3.1,none
MLTGY1pp,iML1515,automatic,3.1,none
EX_3cmp_e,iML1515,automatic,3.1,none
CGLYtex,iML1515,automatic,3.1,none
3HAD40,iML1515,automatic,3.1,none
PLIPA1E141pp,iML1515,automatic,3.1,none
3OAS60,iML1515,automatic,3.1,none
3OAS160,iML1515,automatic,3.1,none
PAPA141,iML1515,automatic,3.1,none
PAPA161,iML1515,automatic,3.1,none
GTHOXtex,iML1515,automatic,3.1,none
DSBAO1,iML1515,automatic,3.1,none
DSBAO2,iML1515,automatic,3.1,none
DSBDR,iML1515,automatic,3.1,none
TDSR1,iML1515,automatic,3.1,none
CGLYabcpp,iML1515,automatic,3.1,none
PLIPA2A120pp,iML1515,automatic,3.1,none
PLIPA2A160pp,iML1515,automatic,3.1,none
CLPNH180pp,iML1515,automatic,3.1,none
3OAR60,iML1515,automatic,3.1,none
3OAR80,iML1515,automatic,3.1,none
MLDCP3App,iML1515,automatic,3.1,none
MLDCP1Bpp,iML1515,automatic,3.1,none
2AGPE181tipp,iML1515,automatic,3.1,none
2AGPA140tipp,iML1515,automatic,3.1,none
LPLIPAL2E120,iML1515,automatic,3.1,none
EAR100x,iML1515,automatic,3.1,none
EAR120x,iML1515,automatic,3.1,none
EAR160x,iML1515,automatic,3.1,none
2AGPA160tipp,iML1515,automatic,3.1,none
ATHRDHr,iML1515,automatic,3.1,none
2AGPA180tipp,iML1515,automatic,3.1,none
2AGPA141tipp,iML1515,automatic,3.1,none
EAR140y,iML1515,automatic,3.1,none
3OAS121,iML1515,automatic,3.1,none
3OAS80,iML1515,automatic,3.1,none
3OAS100,iML1515,automatic,3.1,none
3OAS120,iML1515,automatic,3.1,none
LSERDHr,iML1515,automatic,3.1,none
3OAR40,iML1515,automatic,3.1,none
3OAR100,iML1515,automatic,3.1,none
DSERDHr,iML1515,automatic,3.1,none
3HAD60,iML1515,automatic,3.1,none
3HAD100,iML1515,automatic,3.1,none
3HAD140,iML1515,automatic,3.1,none
3HAD160,iML1515,automatic,3.1,none
EX_urate_e,iML1515,automatic,3.1,none
PSD120,iML1515,automatic,3.1,none
AGPAT180,iML1515,automatic,3.1,none
AGPAT141,iML1515,automatic,3.1,none
PAPA120,iML1515,automatic,3.1,none
EX_skm_e,iML1515,automatic,3.1,none
EX_cpgn_un_e,iML1515,automatic,3.1,none
MDDEP1pp,iML1515,automatic,3.1,none
MDDEP2pp,iML1515,automatic,3.1,none
AGPAT161,iML1515,automatic,3.1,none
DASYN120,iML1515,automatic,3.1,none
EAR40x,iML1515,automatic,3.1,none
EAR60y,iML1515,automatic,3.1,none
MLDEP1pp,iML1515,automatic,3.1,none
PSD181,iML1515,automatic,3.1,none
DAGK180,iML1515,automatic,3.1,none
DAGK181,iML1515,automatic,3.1,none
MLDEP2pp,iML1515,automatic,3.1,none
EX_ag_e,iML1515,automatic,3.1,none
MLTGY2pp,iML1515,automatic,3.1,none
PLIPA2E120pp,iML1515,automatic,3.1,none
PLIPA2G141pp,iML1515,automatic,3.1,none
MLTGY4pp,iML1515,automatic,3.1,none
EAR60x,iML1515,automatic,3.1,none
PLIPA2G161pp,iML1515,automatic,3.1,none
EX_cys__D_e,iML1515,automatic,3.1,none
LPLIPAL1A120pp,iML1515,automatic,3.1,none
LPLIPAL1A140pp,iML1515,automatic,3.1,none
EAR80x,iML1515,automatic,3.1,none
PE181abcpp,iML1515,automatic,3.1,none
12DGR161tipp,iML1515,automatic,3.1,none
12DGR181tipp,iML1515,automatic,3.1,none
NTP11,iML1515,automatic,3.1,none
LPLIPAL1A181pp,iML1515,automatic,3.1,none
LPLIPAL1E120pp,iML1515,automatic,3.1,none
3OAR180,iML1515,automatic,3.1,none
G3PAT120,iML1515,automatic,3.1,none
PGSA120,iML1515,automatic,3.1,none
3OAS180,iML1515,automatic,3.1,none
3HAD180,iML1515,automatic,3.1,none
CDAPPA120,iML1515,automatic,3.1,none
TDSR2,iML1515,automatic,3.1,none
EX_acser_e,iML1515,automatic,3.1,none
GTHRDtex,iML1515,automatic,3.1,none
GTHRDabc2pp,iML1515,automatic,3.1,none
OMMBLHX3,iML1515,automatic,3.1,none
PSSA120,iML1515,automatic,3.1,none
UM4PL,iML1515,automatic,3.1,none
2MAHMP,iML1515,automatic,3.1,none
EX_cu_e,iML1515,automatic,3.1,none
ZN2tpp,iML1515,automatic,3.1,none
NI2tpp,iML1515,automatic,3.1,none
EX_arbtn_e,iML1515,automatic,3.1,none
COBALT2t3pp,iML1515,automatic,3.1,none
23DAPPAt2pp,iML1515,automatic,3.1,none
NADHPO,iML1515,automatic,3.1,none
ACOAD7f,iML1515,automatic,3.1,none
ACOAD8f,iML1515,automatic,3.1,none
PLIPA1A120pp,iML1515,automatic,3.1,none
ACOAD5f,iML1515,automatic,3.1,none
PLIPA1A140pp,iML1515,automatic,3.1,none
EX_dopa_e,iML1515,automatic,3.1,none
PLIPA1A141pp,iML1515,automatic,3.1,none
PLIPA1A160pp,iML1515,automatic,3.1,none
PLIPA1A161pp,iML1515,automatic,3.1,none
PLIPA1A180pp,iML1515,automatic,3.1,none
LPLIPAL2A120,iML1515,automatic,3.1,none
CAt6pp,iML1515,automatic,3.1,none
ACOAD3f,iML1515,automatic,3.1,none
ACOAD2f,iML1515,automatic,3.1,none
ACOAD4f,iML1515,automatic,3.1,none
ACOAD6f,iML1515,automatic,3.1,none
NADH16pp,iML1515,automatic,3.1,none
NADH18pp,iML1515,automatic,3.1,none
EX_tartr__D_e,iML1515,automatic,3.1,none
GLYBt2pp,iML1515,automatic,3.1,none
GALCTNt2pp,iML1515,automatic,3.1,none
GALCTNLtex,iML1515,automatic,3.1,none
EX_galctn__L_e,iML1515,automatic,3.1,none
DSERt2pp,iML1515,automatic,3.1,none
EX_hom__L_e,iML1515,automatic,3.1,none
ALAt4pp,iML1515,automatic,3.1,none
LYSt3pp,iML1515,automatic,3.1,none
KDUI,iML1515,automatic,3.1,none
EX_tungs_e,iML1515,automatic,3.1,none
CA2t3pp,iML1515,automatic,3.1,none
CTBTCAL2,iML1515,automatic,3.1,none
OBTFL,iML1515,automatic,3.1,none
NADH17pp,iML1515,automatic,3.1,none
FA161ACPHi,iML1515,automatic,3.1,none
BGLA1,iML1515,automatic,3.1,none
FA141ACPHi,iML1515,automatic,3.1,none
THRt2pp,iML1515,automatic,3.1,none
ARGt3pp,iML1515,automatic,3.1,none
FA160ACPHi,iML1515,automatic,3.1,none
MALDtex,iML1515,automatic,3.1,none
OROTtex,iML1515,automatic,3.1,none
EX_crn__D_e,iML1515,automatic,3.1,none
GDPMNP,iML1515,automatic,3.1,none
OPHHX3,iML1515,automatic,3.1,none
AMMQLT8,iML1515,automatic,3.1,none
FA120ACPHi,iML1515,automatic,3.1,none
FA80ACPHi,iML1515,automatic,3.1,none
FA140ACPHi,iML1515,automatic,3.1,none
PPAt4pp,iML1515,automatic,3.1,none
OROTt2_2pp,iML1515,automatic,3.1,none
MALDt2_2pp,iML1515,automatic,3.1,none
FA100ACPHi,iML1515,automatic,3.1,none
CRNDCAL2,iML1515,automatic,3.1,none
5DGLCNtex,iML1515,automatic,3.1,none
EX_LalaDgluMdapDala_e,iML1515,automatic,3.1,none
EX_5dglcn_e,iML1515,automatic,3.1,none
DTARTD,iML1515,automatic,3.1,none
CRNCAL2,iML1515,automatic,3.1,none
CHLt2pp,iML1515,automatic,3.1,none
GLYt4pp,iML1515,automatic,3.1,none
PLIPA2E161pp,iML1515,automatic,3.1,none
PLIPA2E180pp,iML1515,automatic,3.1,none
EX_LalaDgluMdap_e,iML1515,automatic,3.1,none
EX_psclys_e,iML1515,automatic,3.1,none
TUNGStex,iML1515,automatic,3.1,none
PLIPA2G120pp,iML1515,automatic,3.1,none
PLIPA2G180pp,iML1515,automatic,3.1,none
LPLIPAL1A161pp,iML1515,automatic,3.1,none
LPLIPAL1A160pp,iML1515,automatic,3.1,none
LYSt2pp,iML1515,automatic,3.1,none
COBALT2tpp,iML1515,automatic,3.1,none
OXCDC,iML1515,automatic,3.1,none
LPLIPAL2A140,iML1515,automatic,3.1,none
LPLIPAL2A160,iML1515,automatic,3.1,none
LPLIPAL2A161,iML1515,automatic,3.1,none
LPLIPAL2A180,iML1515,automatic,3.1,none
GLYt2pp,iML1515,automatic,3.1,none
ALAt2pp,iML1515,automatic,3.1,none
EX_anhgm_e,iML1515,automatic,3.1,none
BALAt2pp,iML1515,automatic,3.1,none
DALAt2pp,iML1515,automatic,3.1,none
FE2tpp,iML1515,automatic,3.1,none
LPLIPAL2A181,iML1515,automatic,3.1,none
DM_aacald_c,iML1515,automatic,3.1,none
UM3PL,iML1515,automatic,3.1,none
MN2tpp,iML1515,automatic,3.1,none
MG2tpp,iML1515,automatic,3.1,none
5MTRtex,iML1515,automatic,3.1,none
NI2t3pp,iML1515,automatic,3.1,none
PPAtex,iML1515,automatic,3.1,none
GALCTNLt2pp,iML1515,automatic,3.1,none
GALCTLO,iML1515,automatic,3.1,none
THYMt3pp,iML1515,automatic,3.1,none
CLt3_2pp,iML1515,automatic,3.1,none
EX_ppal_e,iML1515,automatic,3.1,none
POR5,iML1515,automatic,3.1,none
HACD8,iML1515,automatic,3.1,none
CTECOAI8,iML1515,automatic,3.1,none
CTECOAI6,iML1515,automatic,3.1,none
MTHTHFSs,iML1515,automatic,3.1,none
SELGTHR,iML1515,automatic,3.1,none
SELGTHR3,iML1515,automatic,3.1,none
EX_slnt_e,iML1515,automatic,3.1,none
MALCOAMT,iML1515,automatic,3.1,none
PSCLYStex,iML1515,automatic,3.1,none
THYMtex,iML1515,automatic,3.1,none
CU2tpp,iML1515,automatic,3.1,none
FE2t3pp,iML1515,automatic,3.1,none
MN2t3pp,iML1515,automatic,3.1,none
MG2t3_2pp,iML1515,automatic,3.1,none
CD2tpp,iML1515,automatic,3.1,none
ETHAt2pp,iML1515,automatic,3.1,none
FE3abcpp,iML1515,automatic,3.1,none
THRA,iML1515,automatic,3.1,none
OGMEACPS,iML1515,automatic,3.1,none
OGMEACPR,iML1515,automatic,3.1,none
OPMEACPS,iML1515,automatic,3.1,none
LIPAabctex,iML1515,automatic,3.1,none
DGUNC,iML1515,automatic,3.1,none
XYLK2,iML1515,automatic,3.1,none
GLDBRAN2,iML1515,automatic,3.1,none
LALADGLUtex,iML1515,automatic,3.1,none
S2FE2SR,iML1515,automatic,3.1,none
CDGUNPD,iML1515,automatic,3.1,none
ACACT8r,iML1515,automatic,3.1,none
LALALGLUtpp,iML1515,automatic,3.1,none
CTECOAI7,iML1515,automatic,3.1,none
CLIPAabctex,iML1515,automatic,3.1,none
3AMACHYD,iML1515,automatic,3.1,none
K2L4Aabctex,iML1515,automatic,3.1,none
FDH4pp,iML1515,automatic,3.1,none
FDH5pp,iML1515,automatic,3.1,none
ACPPAT140,iML1515,automatic,3.1,none
APG3PAT140,iML1515,automatic,3.1,none
LDGUNPD,iML1515,automatic,3.1,none
MPTAT,iML1515,automatic,3.1,none
APG3PAT141,iML1515,automatic,3.1,none
MOADSUx,iML1515,automatic,3.1,none
3HPPtex,iML1515,automatic,3.1,none
CMtpp,iML1515,automatic,3.1,none
FUSAtpp,iML1515,automatic,3.1,none
APG3PAT181,iML1515,automatic,3.1,none
APH140,iML1515,automatic,3.1,none
APH160,iML1515,automatic,3.1,none
OPMEACPD,iML1515,automatic,3.1,none
EPMEACPR,iML1515,automatic,3.1,none
RFAMPtex,iML1515,automatic,3.1,none
MINCYCtex,iML1515,automatic,3.1,none
AOXSr2,iML1515,automatic,3.1,none
MINCYCtpp,iML1515,automatic,3.1,none
MEOHtrpp,iML1515,automatic,3.1,none
EX_LalaDglu_e,iML1515,automatic,3.1,none
SCYSDS,iML1515,automatic,3.1,none
DOXRBCNtex,iML1515,automatic,3.1,none
DOXRBCNtpp,iML1515,automatic,3.1,none
S2FE2SS,iML1515,automatic,3.1,none
S4FE4SR,iML1515,automatic,3.1,none
CCGS,iML1515,automatic,3.1,none
SELtex,iML1515,automatic,3.1,none
SELR,iML1515,automatic,3.1,none
OGMEACPD,iML1515,automatic,3.1,none
EGMEACPR,iML1515,automatic,3.1,none
OPMEACPR,iML1515,automatic,3.1,none
PMEACPE,iML1515,automatic,3.1,none
ETOHtrpp,iML1515,automatic,3.1,none
ACPPAT141,iML1515,automatic,3.1,none
ACPPAT161,iML1515,automatic,3.1,none
ACPPAT180,iML1515,automatic,3.1,none
APG3PAT160,iML1515,automatic,3.1,none
APG3PAT161,iML1515,automatic,3.1,none
MEOHtex,iML1515,automatic,3.1,none
EX_5mtr_e,iML1515,automatic,3.1,none
APG3PAT180,iML1515,automatic,3.1,none
ICYSDS,iML1515,automatic,3.1,none
MECDPDH5,iML1515,automatic,3.1,none
CDGR,iML1515,automatic,3.1,none
RNTR1c2,iML1515,automatic,3.1,none
RNTR2c2,iML1515,automatic,3.1,none
I4FE4SR,iML1515,automatic,3.1,none
S2FE2ST,iML1515,automatic,3.1,none
BMOCOS,iML1515,automatic,3.1,none
BWCOS,iML1515,automatic,3.1,none
RNTR3c2,iML1515,automatic,3.1,none
RNTR4c2,iML1515,automatic,3.1,none
BWCOGDS1,iML1515,automatic,3.1,none
BWCOGDS2,iML1515,automatic,3.1,none
FLDR2,iML1515,automatic,3.1,none
CDGS,iML1515,automatic,3.1,none
5MTRtpp,iML1515,automatic,3.1,none
TTRCYCtex,iML1515,automatic,3.1,none
DHNPTE,iML1515,automatic,3.1,none
DHMPTR,iML1515,automatic,3.1,none
NOVBCNtpp,iML1515,automatic,3.1,none
CMtex,iML1515,automatic,3.1,none
TTRCYCtpp,iML1515,automatic,3.1,none
LALALGLUtex,iML1515,automatic,3.1,none
CBMD,iML1515,automatic,3.1,none
LALADGLUtpp,iML1515,automatic,3.1,none
I2FE2SS,iML1515,automatic,3.1,none
I2FE2ST,iML1515,automatic,3.1,none
FESR,iML1515,automatic,3.1,none
I2FE2SS2,iML1515,automatic,3.1,none
MSAR,iML1515,automatic,3.1,none
I4FE4ST,iML1515,automatic,3.1,none
S4FE4ST,iML1515,automatic,3.1,none
THFAT,iML1515,automatic,3.1,none
FOMETRi,iML1515,automatic,3.1,none
SLNTtex,iML1515,automatic,3.1,none
S2FE2SS2,iML1515,automatic,3.1,none
BTS5,iML1515,automatic,3.1,none
SELGTHR2,iML1515,automatic,3.1,none
EX_LalaLglu_e,iML1515,automatic,3.1,none
GDPTPDP,iML1515,automatic,3.1,none
LIPOS,iML1515,automatic,3.1,none
COLIPAKpp,iML1515,automatic,3.1,none
ACPPAT120,iML1515,automatic,3.1,none
3HPPtpp,iML1515,automatic,3.1,none
MPTSS,iML1515,automatic,3.1,none
CPMPS,iML1515,automatic,3.1,none
LIPOCT,iML1515,automatic,3.1,none
LIPATPT,iML1515,automatic,3.1,none
LIPAMPL,iML1515,automatic,3.1,none
MMM,iML1515,automatic,3.1,none
MOGDS,iML1515,automatic,3.1,none
CPH4S,iML1515,automatic,3.1,none
WCOS,iML1515,automatic,3.1,none
RFAMPtpp,iML1515,automatic,3.1,none
SHCHCS3,iML1515,automatic,3.1,none
VPAMTr,iML1515,automatic,3.1,none
ACOLIPAabctex,iML1515,automatic,3.1,none
PYK4,iML1515,automatic,3.1,none
NADPHXD,iML1515,automatic,3.1,none
NADHHR,iML1515,automatic,3.1,none
ECA4COLIPAabctex,iML1515,automatic,3.1,none
EX_ttrcyc_e,iML1515,automatic,3.1,none
COLIPAPabctex,iML1515,automatic,3.1,none
NADPHXE,iML1515,automatic,3.1,none
ALAtpp,iML1515,automatic,3.1,none
CH4tex,iML1515,automatic,3.1,none
EX_mincyc_e,iML1515,automatic,3.1,none
TARTRDtex,iML1515,automatic,3.1,none
DM_4crsol_c,iML1515,automatic,3.1,none
BTNt2ipp,iML1515,automatic,3.1,none
URACPAH,iML1515,automatic,3.1,none
BTNtex,iML1515,automatic,3.1,none
DHBSZ3FEabcpp,iML1515,automatic,3.1,none
FE3DHBZS3R,iML1515,automatic,3.1,none
DXYLONtpp,iML1515,automatic,3.1,none
DXYLTD,iML1515,automatic,3.1,none
2DDARAA,iML1515,automatic,3.1,none
2DGLCptspp,iML1515,automatic,3.1,none
2DGULRGx,iML1515,automatic,3.1,none
2DGULRGy,iML1515,automatic,3.1,none
AP4AS,iML1515,automatic,3.1,none
ARBTptspp,iML1515,automatic,3.1,none
ARBTtex,iML1515,automatic,3.1,none
EX_arbt_e,iML1515,automatic,3.1,none
GNP,iML1515,automatic,3.1,none
ALLTAMH2,iML1515,automatic,3.1,none
UGCIAMH,iML1515,automatic,3.1,none
DMSOtpp,iML1515,automatic,3.1,none
POAACR,iML1515,automatic,3.1,none
PYDXtex,iML1515,automatic,3.1,none
PYDXtpp,iML1515,automatic,3.1,none
SUCASPtpp,iML1515,automatic,3.1,none
METGLCUR,iML1515,automatic,3.1,none
ACOAD1fr,iML1515,automatic,3.1,none
FE3DCITexs,iML1515,automatic,3.1,none
SUCMALtpp,iML1515,automatic,3.1,none
PYDXNtex,iML1515,automatic,3.1,none
FEENTERES,iML1515,automatic,3.1,none
PYDXNtpp,iML1515,automatic,3.1,none
FEENTERR4,iML1515,automatic,3.1,none
ACPPAT160,iML1515,automatic,3.1,none
DXYLONtex,iML1515,automatic,3.1,none
PYDAMtex,iML1515,automatic,3.1,none
PYDAMtpp,iML1515,automatic,3.1,none
PSURItex,iML1515,automatic,3.1,none
ALR2x,iML1515,automatic,3.1,none
OMPHHXy,iML1515,automatic,3.1,none
CHLt3pp,iML1515,automatic,3.1,none
13PPDH2,iML1515,automatic,3.1,none
TARTt2_3pp,iML1515,automatic,3.1,none
SUCTARTtpp,iML1515,automatic,3.1,none
APCS,iML1515,automatic,3.1,none
CHTBSptspp,iML1515,automatic,3.1,none
GLYBt3pp,iML1515,automatic,3.1,none
AI2tpp,iML1515,automatic,3.1,none
ACPPAT181,iML1515,automatic,3.1,none
Ftpp,iML1515,automatic,3.1,none
CHTBStex,iML1515,automatic,3.1,none
TRPtipp,iML1515,automatic,3.1,none
TYRtipp,iML1515,automatic,3.1,none
ThDPAT,iML1515,automatic,3.1,none
APPLDHr,iML1515,automatic,3.1,none
SPMDt3pp,iML1515,automatic,3.1,none
FMNtex,iML1515,automatic,3.1,none
APH141,iML1515,automatic,3.1,none
EX_dxylnt_e,iML1515,automatic,3.1,none
PHEtipp,iML1515,automatic,3.1,none
G2PP,iML1515,automatic,3.1,none
MALt3pp,iML1515,automatic,3.1,none
CITt3pp,iML1515,automatic,3.1,none
APH161,iML1515,automatic,3.1,none
DHNPA2r,iML1515,automatic,3.1,none
QUIN2tpp,iML1515,automatic,3.1,none
GLYC2Pabcpp,iML1515,automatic,3.1,none
CRNDtex,iML1515,automatic,3.1,none
SHGO,iML1515,automatic,3.1,none
CLBtex,iML1515,automatic,3.1,none
