ID,Name,Reaction Formula,Gene Rules,Subsystem,Essentiality,LB,UB,FVA_min,FVA_max,RHEA,BioCyc,MetaNetX (MNX) Equation,KEGG Reaction,SEED Reaction,EC Number,Reactome Reaction
GTHPi,Glutathione peridoxase,2.0 gthrd_c + h2o2_c --> gthox_c + 2.0 h2o_c,CIW80_01430,Unassigned,Not essential,0.0,1000.0,0.0,7.245541763803582e-13,16836,META:GLUTATHIONE-PEROXIDASE-RXN,MNXR100446,R00274,rxn00205,1.11.1.9,R-XTR-3343700
SEPHCHCS,2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase,akg_c + h_c + ichor_c --> 2sephchc_c + co2_c,CIW80_05270,Cofactor and Prosthetic Group Biosynthesis,Not essential,0.0,1000.0,0.0,8.977269776928163e-18,25596,,MNXR104329,R08165,rxn11702,2.2.1.9,
DHNCOAS,"1,4-dihydroxy-2-napthoyl-CoA synthase",h_c + sbzcoa_c --> 14dhncoa_c + h2o_c,CIW80_05260,Cofactor and Prosthetic Group Biosynthesis,Not essential,0.0,1000.0,0.0,8.977269776928166e-18,,,MNXR97412,,,,
DHNCOAT,"1,4-dihydroxy-2-napthoyl-CoA thioesterase",14dhncoa_c + h2o_c --> coa_c + dhna_c + h_c,CIW80_01295,Cofactor and Prosthetic Group Biosynthesis,Not essential,0.0,1000.0,0.0,8.977269776928166e-18,,,MNXR97413,,,,
FESD1s,"Iron-sulfur cluster damage (peroxide, spontaneous)",2.0 4fe4s_c + h2o2_c + 2.0 h_c --> 2.0 3fe4s_c + 2.0 fe3_c + 2.0 h2o_c,s0001,Cofactor and Prosthetic Group Biosynthesis,Not essential,0.0,1000.0,0.0,4.709602146472151e-12,,,MNXR99585,,,,
EX_doxrbcn_e,Doxorubicin exchange,doxrbcn_e --> ,,Extracellular exchange,Not essential,0,1000.0,0.0,0.0,35082,,MNXR97760,,,,
EX_fusa_e,Fusidic acid exchange,fusa_e --> ,,Extracellular exchange,Not essential,0,1000.0,0.0,0.0,35106,,MNXR99717,,,,
EX_cm_e,Chloramphenicol exchange,cm_e --> ,,Extracellular exchange,Not essential,0,1000.0,0.0,0.0,35290,,MNXR96808,,,,
EX_novbcn_e,Novobiocin exchange,novbcn_e --> ,,Extracellular exchange,Not essential,0,1000.0,0.0,-2.4134148329603353e-20,35178,,MNXR102008,,,,
I2FE2SR,ISC [2Fe-2S] regeneration,2fe1s_c + iscssh_c + iscu_c --> 4.0 h_c + iscs_c + iscu_2fe2s_c,CIW80_06480 and CIW80_06485,Cofactor and Prosthetic Group Biosynthesis,Not essential,0.0,1000.0,0.0,2.2425600999368567e-06,,,MNXR100766,,,,
TYRL,Tyrosine lyase,amet_c + nadph_c + tyr__L_c --> 4crsol_c + dad_5_c + dhgly_c + h_c + met__L_c + nadp_c,CIW80_15015,Cofactor and Prosthetic Group Biosynthesis,Essential,0.0,1000.0,0.0002500454469918082,0.00025004544716000825,26364,META:RXN-11319,MNXR104993,,,4.1.99.19,
THZPSN3,Thiazole phosphate synthesis,atp_c + dhgly_c + dxyl5p_c + h_c + iscssh_c + nadph_c --> 4mpetz_c + amp_c + co2_c + 2.0 h2o_c + iscs_c + nadp_c + ppi_c,CIW80_20230 and CIW80_15010 and CIW80_06485 and CIW80_15025 and CIW80_15020,Cofactor and Prosthetic Group Biosynthesis,Essential,0.0,1000.0,0.00025004544699180816,0.0002500454470499514,,,MNXR104861,,,,
APG3PAT120,Acyl-phosphate:glycerol-3-phosphate acyltransferase (C12:0),ddcap_c + glyc3p_c --> 1ddecg3p_c + h_c + pi_c,CIW80_09770,Glycerophospholipid Metabolism,Not essential,0.0,1000.0,0.0,7.24554176380349e-13,,,MNXR95869,,,,
APH120,Acylphosphatase (C12:0),ddcap_c + h2o_c --> ddca_c + 2.0 h_c + pi_c,CIW80_22830,Glycerophospholipid Metabolism,Not essential,0.0,1000.0,0.0,1.1774005367317422e-12,,,MNXR95876,,,,
MOCDS,Molybdopterin cytidine dinucleotide synthase,ctp_c + h_c + moco_c --> mococdp_c + ppi_c,CIW80_08105,Cofactor and Prosthetic Group Biosynthesis,Not essential,0.0,1000.0,0.0,4.242884817051283e-14,,,MNXR138625,,,,
FUSAtex,Fusidic acid transport via diffusion (extracellular to periplasm),fusa_e <=> fusa_p,CIW80_05020 or CIW80_22660 or CIW80_25725 or CIW80_19480,"Transport, Outer Membrane Porin",Not essential,-1000.0,1000.0,0.0,9.419204293853933e-12,35106,,MNXR99717,,,,
NOVBCNtex,Novobiocin transport via diffusion (extracellular to periplasm),novbcn_e <=> novbcn_p,s0001,"Transport, Outer Membrane",Not essential,-1000.0,1000.0,0.0,9.419204310563824e-12,35178,,MNXR102008,,,,
EX_rfamp_e,Rifampin exchange,rfamp_e --> ,,Extracellular exchange,Not essential,0,1000.0,0.0,0.0,35234,,MNXR104014,,,,
QUIN2tex,Quinate transport via diffusion (extracellular to periplasm),quin_e <=> quin_p,CIW80_05020 or CIW80_25725 or CIW80_19480 or CIW80_22660,"Transport, Outer Membrane Porin",Not essential,-1000.0,1000.0,0.0,0.0,35198,,MNXR103397,,rxn12452,,
EX_quin_e,Quinate exchange,quin_e --> ,,Extracellular exchange,Not essential,0,1000.0,0.0,4.709602146926883e-13,35198,,MNXR103397,,rxn12452,,
FORCT,Formyl-CoA Transferase,forcoa_c + oxa_c <=> for_c + oxalcoa_c,CIW80_05755,Alternate Carbon Metabolism,Not essential,-1000.0,1000.0,0.0,1.569867382308977e-12,16548,META:RXN0-1382,MNXR99616,R07290,rxn05044,2.8.3.16,
DHPTDCs2,"4,5-dihydroxy-2,3-pentanedione cyclization (spontaneous)",dhptd_c --> mdhdhf_c,s0001,Methionine Metabolism,Essential,0.0,1000.0,0.0005023334540462973,0.0005023334542670283,35158,META:RXN-10015,MNXR97442,,,,
EX_3hpp_e,3-Hydroxypropanoate exchange,3hpp_e --> ,,Extracellular exchange,Not essential,0,1000.0,0.0,2.4151805881676785e-13,34954,META:TRANS-RXN0-465,MNXR94904,,,,
O16A4COLIPAabctex,O16 antigen (x4) core oligosaccharide lipid A transport via ABC system (periplasm to extracellular),atp_c + h2o_c + o16a4colipa_p --> adp_c + h_c + o16a4colipa_e + pi_c,CIW80_16665 and CIW80_16660 and CIW80_10465 and CIW80_10475 and CIW80_10470 and CIW80_17965 and CIW80_21225,Lipopolysaccharide Biosynthesis / Recycling,Not essential,0.0,1000.0,0.0,2.3548010734634965e-12,,,MNXR102075,,,,
COLIPAabctex,Core oligosaccharide lipid A transport via ABC system (periplasm to extracellular),atp_c + colipa_p + h2o_c --> adp_c + colipa_e + h_c + pi_c,CIW80_21225 and CIW80_10470 and CIW80_16665 and CIW80_10475 and CIW80_10465 and CIW80_17965 and CIW80_16660,Lipopolysaccharide Biosynthesis / Recycling,Not essential,0.0,1000.0,0.0,1.6404494542462903e-16,,,MNXR96845,,,,
ENLIPAabctex,Phosphoethanolamine lipid A transport via ABC system (periplasm to extracellular),atp_c + enlipa_p + h2o_c --> adp_c + enlipa_e + h_c + pi_c,CIW80_16665 and CIW80_16660 and CIW80_10465 and CIW80_10475 and CIW80_10470 and CIW80_17965 and CIW80_21225,Lipopolysaccharide Biosynthesis / Recycling,Not essential,0.0,1000.0,0.0,6.025819592692545e-16,,,MNXR97922,,,,
DM_mththf_c,"Sink needed to allow (2R,4S)-2-methyl-2,3,3,4-tetrahydroxytetrahydrofuran to leave system",mththf_c --> ,,Intracellular demand,Not essential,0.0,1000.0,0.0,0.0005023334540497279,35150,META:TRANS-RXN0-453,MNXR124017,,,,
PYROX,Pyrimidine oxygenase,h_c + nadh_c + o2_c + ura_c --> nad_c + uracp_c,CIW80_23000 and CIW80_23025,Nucleotide Salvage Pathway,Not essential,0.0,1000.0,0.0,3.8044954589078065e-15,,,MNXR103383,,,,
BMOGDS1,Bis-molybdopterin guanine dinucleotide synthase (single GDP),bmoco_c + gtp_c + h_c --> bmoco1gdp_c + ppi_c,CIW80_14260 or (CIW80_14260 and CIW80_14255),Cofactor and Prosthetic Group Biosynthesis,Not essential,0.0,1000.0,0.0,0.0,,,MNXR96315,,,,
MPTS,Molybdopterin synthase,cpmp_c + cu2_c + 2.0 moadcosh_c --> 5.0 h_c + 2.0 moadcoo_c + mpt_c,CIW80_21920 and CIW80_21915,Cofactor and Prosthetic Group Biosynthesis,Not essential,0.0,1000.0,0.0,6.683573103486696e-16,,,MNXR143253,,,,
MOCOS,Molybdenum cofactor synthase,2.0 h_c + mobd_c + mptamp_c --> amp_c + cu2_c + h2o_c + moco_c,CIW80_22140,Cofactor and Prosthetic Group Biosynthesis,Not essential,0.0,1000.0,0.0,6.683573103486695e-16,,,MNXR138626,,,,
BMOGDS2,Bis-molybdopterin guanine dinucleotide synthase,bmoco1gdp_c + gtp_c + h_c --> bmocogdp_c + ppi_c,(CIW80_14260 and CIW80_14255) or CIW80_14260,Cofactor and Prosthetic Group Biosynthesis,Not essential,0.0,1000.0,0.0,0.0,,,MNXR96316,,,,
FESD2s,"Iron-sulfur cluster damage (nitrous oxide, spontaneous)",2.0 4fe4s_c + 2.0 h_c + 2.0 no_c --> 2.0 3fe4s_c + 2.0 fe3_c + h2o_c + n2o_c,s0001,Cofactor and Prosthetic Group Biosynthesis,Not essential,0.0,1000.0,0.0,0.0,,,MNXR99586,,,,
S2FE2SR,SUF [2Fe-2S] regeneration,2fe1s_c + atp_c + h2o_c + sufbcd_c + sufsesh_c --> adp_c + 5.0 h_c + pi_c + sufbcd_2fe2s_c + sufse_c,CIW80_01265 and CIW80_01260 and CIW80_01275 and CIW80_01270 and CIW80_01280,Cofactor and Prosthetic Group Biosynthesis,Not essential,0.0,1000.0,0.0,3.709383072435128e-14,,,MNXR104149,,,,
ACACT8r,"Acetyl-CoA acyltransferase (hexadecanoyl-CoA), (r)",3ohodcoa_c + coa_c <=> accoa_c + pmtcoa_c,CIW80_05640 or CIW80_14205,Membrane Lipid Metabolism,Not essential,-1000.0,1000.0,1.3098158419061556e-15,1.0585255295611994e-14,35282,,MNXR95204,,rxn08767,,
CTECOAI7,3-cis-2-trans-enoyl-CoA isomerase,hdcoa_c <=> hdd2coa_c,CIW80_14210,Membrane Lipid Metabolism,Not essential,-1000.0,1000.0,-0.168671912555845,-0.1686719125564045,,,MNXR96941,,,5.3.3.8,
CLIPAabctex,Cold lipid A transport via ABC system (periplasm to extracellular),atp_c + h2o_c + lipa_cold_p --> adp_c + h_c + lipa_cold_e + pi_c,CIW80_16665 and CIW80_16660 and CIW80_10465 and CIW80_10475 and CIW80_10470 and CIW80_17965 and CIW80_21225,Lipopolysaccharide Biosynthesis / Recycling,Not essential,0.0,1000.0,0.0,3.709383072435132e-14,,,MNXR96766,,,,
K2L4Aabctex,KDO(2)-lipid IV A transport via ABC system (periplasm to extracellular),atp_c + h2o_c + kdo2lipid4_p --> adp_c + h_c + kdo2lipid4_e + pi_c,CIW80_16665 and CIW80_16660 and CIW80_10465 and CIW80_10475 and CIW80_10470 and CIW80_17965 and CIW80_21225,Lipopolysaccharide Biosynthesis / Recycling,Essential,0.0,1000.0,0.021815624290011753,0.02181562429001176,,,MNXR100900,,,,
FDH4pp,Formate dehydrogenase (quinone-8) (periplasm),for_p + 2.0 h_c + q8_c --> co2_p + h_p + q8h2_c,(CIW80_14480 and CIW80_14485 and CIW80_14475) or (CIW80_00350 and CIW80_00360 and CIW80_00355),Oxidative Phosphorylation,Not essential,0.0,1000.0,0.0,7.418766144870306e-14,29078#1,,MNXR99478,,,,
FDH5pp,Formate Dehydrogenase (menaquinone-8) (periplasm),for_p + 2.0 h_c + mqn8_c --> co2_p + h_p + mql8_c,(CIW80_00350 and CIW80_00360 and CIW80_00355) or (CIW80_14480 and CIW80_14485 and CIW80_14475),Oxidative Phosphorylation,Not essential,0.0,1000.0,0.0,7.418766144870306e-14,,,MNXR99480,,,,
ACPPAT140,Acyl-(acyl carrier protein):phosphate acyltransferase (C14:0),h_c + myrsACP_c + pi_c --> ACP_c + ttdcap_c,CIW80_24080 and CIW80_24060,Glycerophospholipid Metabolism,Not essential,0.0,1000.0,0.0,1.854691536217563e-14,,,MNXR95396,,,,
APG3PAT140,Acyl-phosphate:glycerol-3-phosphate acyltransferase (C14:0),glyc3p_c + ttdcap_c --> 1tdecg3p_c + h_c + pi_c,CIW80_09770,Glycerophospholipid Metabolism,Not essential,0.0,1000.0,1.570298394941853e-12,1.352334868511633e-14,,,MNXR95870,,,,
APG3PAT141,Acyl-phosphate:glycerol-3-phosphate acyltransferase (C14:1),glyc3p_c + ttdceap_c --> 1tdec7eg3p_c + h_c + pi_c,CIW80_09770,Glycerophospholipid Metabolism,Not essential,0.0,1000.0,0.0,1.8595689393918164e-14,,,MNXR95871,,,,
APG3PAT181,Acyl-phosphate:glycerol-3-phosphate acyltransferase (C18:1),glyc3p_c + ocdceap_c --> 1odec11eg3p_c + h_c + pi_c,CIW80_09770,Glycerophospholipid Metabolism,Not essential,0.0,1000.0,0.0,7.402761752752129e-15,,,MNXR95875,,,,
APH140,Acylphosphatase (C14:0),h2o_c + ttdcap_c --> 2.0 h_c + pi_c + ttdca_c,CIW80_22830,Glycerophospholipid Metabolism,Not essential,0.0,1000.0,2.5124774319070417e-12,1.8645904271746136e-14,,,MNXR95877,,,,
APH160,Acylphosphatase (C16:0),h2o_c + hdcap_c --> 2.0 h_c + hdca_c + pi_c,CIW80_22830,Glycerophospholipid Metabolism,Not essential,0.0,1000.0,0.0,1.8627073692560715e-14,,,MNXR95879,,,,
OPMEACPD,3-Oxo-pimeloyl-[ACP] methyl ester dehydratase,hpmeACP_c --> epmeACP_c + h2o_c,CIW80_18665,Cofactor and Prosthetic Group Biosynthesis,Essential,0.0,1000.0,2.242560062681113e-06,2.242560063222979e-06,,META:RXN-11481,MNXR102206,R10121,,4.2.1.59,
EPMEACPR,Enoylpimeloyl-[ACP] methyl ester reductase,epmeACP_c + h_c + nadph_c --> nadp_c + pmeACP_c,CIW80_25415,Cofactor and Prosthetic Group Biosynthesis,Essential,0.0,1000.0,2.242560062681113e-06,2.242560063222979e-06,,,MNXR97945,R10122,,1.3.1.10,
AOXSr2,8-amino-7-oxononanoate synthase,ala__L_c + pimACP_c --> 8aonn_c + ACP_c + co2_c,CIW80_21875,Cofactor and Prosthetic Group Biosynthesis,Essential,0.0,1000.0,2.242560062706801e-06,2.2425600632957987e-06,,META:RXN-11484,MNXR95855,R10124,,2.3.1.47,
MEOHtrpp,Methanol reversible transport via diffusion (periplasm),meoh_p <=> meoh_c,s0001,"Transport, Inner Membrane",Essential,-1000.0,1000.0,-2.242560013027144e-06,-2.2425600626339043e-06,34874,META:TRANS-RXN0-459,MNXR101464,,rxn10570,,
SCYSDS,SUF Cysteine desulfuration,cys__L_c + sufse_c --> ala__L_c + sufsesh_c,CIW80_01265 and CIW80_01260,Cofactor and Prosthetic Group Biosynthesis,Not essential,0.0,1000.0,6.398868710608325e-22,7.450829143256062e-14,,,MNXR104298,,,,
S2FE2SS,SUF [2Fe-2S] Synthesis,atp_c + fadh2_c + 2.0 fe2_c + h2o_c + sufbcd_c + 2.0 sufsesh_c --> adp_c + fad_c + 7.0 h_c + pi_c + sufbcd_2fe2s_c + 2.0 sufse_c,CIW80_01265 and CIW80_01280 and CIW80_01270 and CIW80_01275 and CIW80_01260,Cofactor and Prosthetic Group Biosynthesis,Not essential,0.0,1000.0,0.0,3.725414631324106e-14,,,MNXR104150,,,,
S4FE4SR,SUF [4Fe-4S] Reduction,fadh2_c + 2.0 h_c + sufbcd_2fe2s2_c --> fad_c + sufbcd_4fe4s_c,CIW80_01275 and CIW80_01270 and CIW80_01280,Cofactor and Prosthetic Group Biosynthesis,Not essential,0.0,1000.0,-1.0052361552991338e-21,1.862707370641033e-14,,,MNXR104171,,,,
SELtex,Selenate transport via diffusion (extracellular to periplasm),sel_e <=> sel_p,CIW80_25725 or CIW80_22660 or CIW80_05020 or CIW80_19480,"Transport, Outer Membrane Porin",Not essential,-1000.0,1000.0,0.0,7.450829482564031e-14,34890,,MNXR104327,,,,
SELR,Selenate reductase,mql8_c + sel_c --> h2o_c + mqn8_c + slnt_c,CIW80_00760 and CIW80_00765 and CIW80_00755 and CIW80_00750,Inorganic Ion Transport and Metabolism,Not essential,0.0,1000.0,0.0,2.128808423589681e-14,34942,,MNXR104323,,,,
OGMEACPD,3-Oxo-glutaryl-[ACP] methyl ester dehydratase,hgmeACP_c --> egmeACP_c + h2o_c,CIW80_18665,Cofactor and Prosthetic Group Biosynthesis,Essential,0.0,1000.0,2.2425600626811124e-06,2.2425600632229785e-06,,META:RXN-11477,MNXR102159,R10117,,4.2.1.59,
EGMEACPR,Enoylglutaryl-[ACP] methyl ester reductase,egmeACP_c + h_c + nadph_c --> gmeACP_c + nadp_c,CIW80_25415,Cofactor and Prosthetic Group Biosynthesis,Essential,0.0,1000.0,2.242560062681113e-06,2.2425600632229785e-06,,,MNXR97906,R10118,,1.3.1.10,
OPMEACPR,3-Oxo-pimeloyl-[ACP] methyl ester reductase,h_c + nadph_c + opmeACP_c --> hpmeACP_c + nadp_c,CIW80_24075,Cofactor and Prosthetic Group Biosynthesis,Essential,0.0,1000.0,2.242560062681113e-06,2.242560063222979e-06,,,MNXR102207,,,,
PMEACPE,Pimeloyl-[ACP] methyl ester esterase,h2o_c + pmeACP_c --> meoh_c + pimACP_c,CIW80_11600,Cofactor and Prosthetic Group Biosynthesis,Essential,0.0,1000.0,2.242560062681113e-06,2.242560063222979e-06,,META:RXN-11483,MNXR103041,R09725,,3.1.1.85,
MEOHtex,Methanol transport via diffusion (extracellular to periplasm),meoh_e <=> meoh_p,CIW80_22660 or CIW80_25725 or CIW80_05020 or CIW80_19480,"Transport, Outer Membrane Porin",Essential,-1000.0,1000.0,-2.2425600626809066e-06,-2.2425600626339043e-06,34874,META:TRANS-RXN0-459,MNXR101464,,rxn10570,,
EX_5mtr_e,5-Methylthio-D-ribose exchange,5mtr_e --> ,,Extracellular exchange,Not essential,0,1000.0,0.0,1.5362535015595672e-15,34958,META:TRANS-RXN0-461,MNXR95091,,,,
MECDPDH5,"2C-methyl-D-erythritol 2,4 cyclodiphosphate dehydratase",2mecdp_c + 2.0 flxr_c + h_c --> 2.0 flxso_c + h2mb4p_c + h2o_c,(CIW80_06405 and CIW80_08200) or (CIW80_06405 and CIW80_21445),Cofactor and Prosthetic Group Biosynthesis,Not essential,0.0,1000.0,0.0,0.002678737994903223,,,MNXR101450,,,,
RNTR1c2,Ribonucleoside-triphosphate reductase (ATP) (flavodoxin),atp_c + 2.0 flxr_c + 2.0 h_c --> datp_c + 2.0 flxso_c + h2o_c,(CIW80_14630 and CIW80_21445 and CIW80_16550 and CIW80_16545) or (CIW80_14630 and CIW80_08200 and CIW80_16550 and CIW80_16545) or (CIW80_21445 and CIW80_16550) or (CIW80_08200 and CIW80_16550),Nucleotide Salvage Pathway,Not essential,0.0,1000.0,0.029339413306674257,0.029339413300430318,,,MNXR104072,,,,
RNTR2c2,Ribonucleoside-triphosphate reductase (GTP) (flavodoxin),2.0 flxr_c + gtp_c + 2.0 h_c --> dgtp_c + 2.0 flxso_c + h2o_c,(CIW80_14630 and CIW80_08200 and CIW80_16550 and CIW80_16545) or (CIW80_08200 and CIW80_16550) or (CIW80_14630 and CIW80_21445 and CIW80_16550 and CIW80_16545) or (CIW80_21445 and CIW80_16550),Nucleotide Salvage Pathway,Not essential,0.0,1000.0,0.030293622613356,0.03029362260711206,,,MNXR104075,,,,
RNTR3c2,Ribonucleoside-triphosphate reductase (CTP) (flavodoxin),ctp_c + 2.0 flxr_c + 2.0 h_c --> dctp_c + 2.0 flxso_c + h2o_c,(CIW80_14630 and CIW80_21445 and CIW80_16550 and CIW80_16545) or (CIW80_14630 and CIW80_08200 and CIW80_16550 and CIW80_16545) or (CIW80_08200 and CIW80_16550) or (CIW80_21445 and CIW80_16550),Nucleotide Salvage Pathway,Not essential,0.0,1000.0,0.030293622613356,0.030293622607093434,,,MNXR104078,,,,
RNTR4c2,Ribonucleoside-triphosphate reductase (UTP) (flavodoxin),2.0 flxr_c + 2.0 h_c + utp_c --> dutp_c + 2.0 flxso_c + h2o_c,(CIW80_14630 and CIW80_21445 and CIW80_16550 and CIW80_16545) or (CIW80_14630 and CIW80_08200 and CIW80_16550 and CIW80_16545) or (CIW80_21445 and CIW80_16550) or (CIW80_08200 and CIW80_16550),Nucleotide Salvage Pathway,Not essential,0.0,1000.0,0.029339413306674257,0.029339413298233905,,,MNXR104081,,,,
FLDR2,Flavodoxin reductase (NADPH),2.0 flxso_c + nadph_c --> 2.0 flxr_c + h_c + nadp_c,(CIW80_14630 and CIW80_08200) or (CIW80_14630 and CIW80_21445),Unassigned,Not essential,0.0,1000.0,0.0,-4.318320586168507e-12,,,MNXR99599,,,,
CDGS,7-deaza-7-carboxyguanine synthase,cph4_c + h_c --> cdg_c + nh4_c,,Cofactor and Prosthetic Group Biosynthesis,Not essential,0.0,1000.0,0.0,0.0,27977,META:RXN0-6575,MNXR96522,R10002,,4.3.99.3,
5MTRtpp,5-Methylthio-D-ribose transport via proton symport (periplasm),5mtr_c + h_c --> 5mtr_p + h_p,,"Transport, Inner Membrane",Not essential,0.0,1000.0,0.0,-8.903753785914386e-14,,,MNXR95090,,rxn05481,,
TTRCYCtex,Tetracycline transport via diffusion (extracellular to periplasm),ttrcyc_e <=> ttrcyc_p,CIW80_22660 or CIW80_19480 or CIW80_25725 or CIW80_05020,"Transport, Outer Membrane Porin",Not essential,-1000.0,1000.0,0.0,-8.636641172336948e-12,35242,,MNXR104976,,,,
TTRCYCtpp,Tetracycline transport via TolC system,h_p + ttrcyc_p --> h_c + ttrcyc_e,(CIW80_20440 and CIW80_09625 and CIW80_06195) or (CIW80_20440 and CIW80_09625 and CIW80_20435),"Transport, Outer Membrane",Not essential,0.0,1000.0,0.0,-8.636641172336948e-12,,,MNXR104977,,,,
FESR,Iron-sulfur cluster repair,3fe4s_c + fe2_c --> 4fe4s_c,CIW80_16420,Cofactor and Prosthetic Group Biosynthesis,Not essential,0.0,1000.0,0.0,-8.636641172336407e-12,,,MNXR99587,,,,
THFAT,Tetrahydrofolate aminomethyltransferase,h2o_c + methf_c --> 5fthf_c + h_c,CIW80_06560,Folate Metabolism,Not essential,0.0,1000.0,0.0,1000.0,34770,,MNXR99614,R02300,rxn01652,2.1.2.10,
FOMETRi,Aminomethyltransferase,5fthf_c + h_c --> h2o_c + methf_c,CIW80_08285,Folate Metabolism,Not essential,0.0,1000.0,0.0,1000.0,34770,,MNXR99614,R02300,rxn01652,2.1.2.10,
SLNTtex,Selenite transport via diffusion (extracellular to periplasm),slnt_e <=> slnt_p,CIW80_25725 or CIW80_22660 or CIW80_05020 or CIW80_19480,"Transport, Outer Membrane Porin",Not essential,-1000.0,1000.0,0.0,-8.636641172336977e-13,34894,,MNXR104325,,,,
SELGTHR2,Selenate glutathione reductase II,dgslnt_c + h_c + nadph_c --> gslnt_c + gthrd_c + nadp_c,,Inorganic Ion Transport and Metabolism,Not essential,0.0,1000.0,0.0,-1.2338058817624156e-12,,,MNXR104319,,,,
GDPTPDP,Guanosine 3'-diphosphate 5'-triphosphate 3'-diphosphatase,gdptp_c + h2o_c --> gtp_c + ppi_c,CIW80_12955,Cofactor and Prosthetic Group Biosynthesis,Not essential,0.0,1000.0,3.1405967898836093e-12,-1.0795801465421177e-12,33058,META:RXN0-6427,MNXR100094,,,3.1.7.2,
COLIPAKpp,Lipid A core kinase (periplasm),colipa_p + udcpdp_p --> colipap_p + udcpp_p,CIW80_04705,Lipopolysaccharide Biosynthesis / Recycling,Not essential,0.0,1000.0,0.0,0.0,,,MNXR96842,,,,
3HPPtpp,3-hydroxypropionate transport via proton symport (periplasm),3hpp_c + h_c --> 3hpp_p + h_p,,"Transport, Inner Membrane",Not essential,0.0,1000.0,0.0,-2.4676117635248526e-13,,,MNXR94905,,,,
MPTSS,Molybdopterin synthase sulfurylase,atp_c + h_c + moadcoo_c --> moadamp_c + ppi_c,CIW80_22135,Cofactor and Prosthetic Group Biosynthesis,Not essential,0.0,1000.0,0.0,-7.780757812916201e-14,,,MNXR101736,,,,
CPMPS,Cyclic pyranopterin monophosphate synthase,gtp_c + h2o_c --> cpmp_c + ppi_c,CIW80_21910 and CIW80_21900,Cofactor and Prosthetic Group Biosynthesis,Not essential,0.0,1000.0,0.0,-3.8903789064581e-14,,,MNXR142714,,,4.1.99.18,
LIPOCT,Lipoyl(octanoyl) transferase,h_c + ocACP_c --> ACP_c + octapb_c,CIW80_21170,Cofactor and Prosthetic Group Biosynthesis,Not essential,0.0,1000.0,0.0,-5.08037716019818e-13,,,MNXR101089,,,,
LIPOS,Lipoate synthase,4fe4s_c + 2.0 amet_c + h_c + nad_c + octapb_c --> 2fe2s_c + 2.0 dad_5_c + 2.0 fe2_c + lipopb_c + 2.0 met__L_c + nadh_c,CIW80_21150,Cofactor and Prosthetic Group Biosynthesis,Not essential,0.0,1000.0,0.0,-4.618524691089275e-14,,,MNXR101090,,,,
OCTNLL,Octanoate non-lipoylated apo domain ligase,atp_c + h_c + octa_c --> amp_c + octapb_c + ppi_c,CIW80_17585,Cofactor and Prosthetic Group Biosynthesis,Not essential,0.0,1000.0,0.0,-4.4290467550445983e-14,,,MNXR102155,,,,
LIPATPT,Lipoate-ATP adenylate transferase,atp_c + lipoate_c --> lipoamp_c + ppi_c,CIW80_17585,Cofactor and Prosthetic Group Biosynthesis,Not essential,0.0,1000.0,0.0,-1.0532489234557328e-13,12916,META:RXN-8654,MNXR101081,R07770,rxn07584,6.3.1.20,
LIPAMPL,Lipoyl-adenylate protein ligase,lipoamp_c --> amp_c + lipopb_c,CIW80_17585,Cofactor and Prosthetic Group Biosynthesis,Not essential,0.0,1000.0,6.902410527215969e-14,-5.537089333125484e-20,,,MNXR101080,,,,
MMM,Methylmalonyl-CoA mutase,succoa_c --> mmcoa__S_c,CIW80_08325,Alternate Carbon Metabolism,Not essential,0.0,1000.0,0.0,0.0,,,MNXR101660,,,,
MOGDS,Molybdopterin guanine dinucleotide synthase,gtp_c + h_c + moco_c --> mocogdp_c + ppi_c,(CIW80_14260 and CIW80_14255) or CIW80_14260,Cofactor and Prosthetic Group Biosynthesis,Not essential,0.0,1000.0,0.0,-1.2919826792493743e-19,,,MNXR138629,,,,
WCOS,Tungsten pterin cofactor synthase,2.0 h_c + mptamp_c + tungs_c --> amp_c + cu2_c + h2o_c + wco_c,CIW80_22140,Cofactor and Prosthetic Group Biosynthesis,Not essential,0.0,1000.0,-2.5111882049725385e-32,0.0,,,MNXR138920,,,,
RFAMPtpp,Rifampin transport via TolC system,h_p + rfamp_p --> h_c + rfamp_e,(CIW80_20440 and CIW80_09625 and CIW80_20435) or (CIW80_20440 and CIW80_09625 and CIW80_06195),"Transport, Outer Membrane",Not essential,0.0,1000.0,0.0,-8.636641172336953e-12,,,MNXR104015,,,,
VPAMTr,Valine-pyruvate aminotransferase,3mob_c + ala__L_c <=> pyr_c + val__L_c,CIW80_12580,"Valine, Leucine, and Isoleucine Metabolism",Not essential,-1000.0,1000.0,-999.5255168993724,999.3475899414374,22915,META:VALINE-PYRUVATE-AMINOTRANSFER-RXN,MNXR105217,R01215,rxn00904,2.6.1.66,
ACOLIPAabctex,Arabinose modified core oligosaccharide lipid A transport via ABC system (periplasm to extracellular),acolipa_p + atp_c + h2o_c --> acolipa_e + adp_c + h_c + pi_c,CIW80_16665 and CIW80_16660 and CIW80_10465 and CIW80_10475 and CIW80_10470 and CIW80_17965 and CIW80_21225,Lipopolysaccharide Biosynthesis / Recycling,Not essential,0.0,1000.0,0.0,-1.216428334131968e-13,,,MNXR95378,,,,
