ID,Name,Charge,Compartment,Elements,Formula,Formula weight,Reactions,Annotation
L_alagly_c,L-alanylglycine,0,c,"{'C': 5, 'H': 10, 'N': 2, 'O': 3}",C5H10N2O3,146.1445,"frozenset({<Reaction ALAGLYtpp at 0x16b2989ea08>, <Reaction AMPEP24 at 0x16b2987ab48>, <Reaction ALAGLYabcpp at 0x16b298610c8>})",{}
abt__D_e,D-Arabitol,0,e,"{'C': 5, 'H': 12, 'O': 5}",C5H12O5,152.14578,frozenset({<Reaction EX_abt__D_e at 0x16b29863208>}),"{'bigg.metabolite': 'abt__D', 'biocyc': 'META:CPD-355', 'chebi': ['CHEBI:4105', 'CHEBI:20916', 'CHEBI:12912', 'CHEBI:18333'], 'hmdb': 'HMDB00568', 'inchi_key': 'HEBKCHPVOIAQTA-QWWZWVQMSA-N', 'kegg.compound': 'C01904', 'metanetx.chemical': 'MNXM1018', 'sabiork': '2333', 'sbo': 'SBO:0000247', 'seed.compound': 'cpd01307'}"
lipidA_core_e_p,2 3 2'3' Tetrakis beta hydroxymyristoyl  D glucosaminyl 1 6 beta D glucosamine 1 4' bisphosphate C68H126N2O23P2,0,p,"{'C': 68, 'H': 126, 'N': 2, 'O': 23, 'P': 2}",C68H126N2O23P2,1401.675162,frozenset({<Reaction DM_lipidA_core_e_p at 0x16b29863788>}),"{'bigg.metabolite': 'lipidA_core_e', 'metanetx.chemical': 'MNXM148612', 'sbo': 'SBO:0000247'}"
mma_e,Methylamine,1,e,"{'C': 1, 'H': 6, 'N': 1}",C1H6N,32.06504,frozenset({<Reaction EX_mma_e at 0x16b298639c8>}),"{'bigg.metabolite': 'mma', 'biocyc': 'META:METHYLAMINE', 'chebi': ['CHEBI:14595', 'CHEBI:16830', 'CHEBI:57913', 'CHEBI:59338', 'CHEBI:6864', 'CHEBI:44374', 'CHEBI:25402'], 'envipath': ['5882df9c-dae1-4d80-a40e-db4724271456/compound/217a6dfa-6bd9-45d4-8198-c94dc1107068', '650babc9-9d68-4b73-9332-11972ca26f7b/compound/73f8cb7f-6c3b-4832-b517-ebdc96e8dfa3', '32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/compound/2237a274-448a-4f77-a6b3-9352b4e0bfe4'], 'hmdb': ['HMDB02983', 'HMDB60291', 'HMDB00164'], 'inchi_key': 'BAVYZALUXZFZLV-UHFFFAOYSA-O', 'kegg.compound': 'C00218', 'metanetx.chemical': 'MNXM255', 'reactome.compound': '2161177', 'sabiork': ['1979', '27975'], 'sbo': 'SBO:0000247', 'seed.compound': 'cpd00187'}"
srb__L_e,L Sorbose C6H12O6,0,e,"{'C': 6, 'H': 12, 'O': 6}",C6H12O6,180.15588,"frozenset({<Reaction SRBtex at 0x16b2994d608>, <Reaction EX_srb__L_e at 0x16b2986a248>})","{'bigg.metabolite': 'srb__L', 'biocyc': ['META:CPD-15986', 'META:CPD-9569'], 'chebi': ['CHEBI:17266', 'CHEBI:48649', 'CHEBI:48644', 'CHEBI:6306', 'CHEBI:21395', 'CHEBI:10295'], 'hmdb': 'HMDB01266', 'inchi_key': 'LKDRXBCSQODPBY-AMVSKUEXSA-N', 'kegg.compound': ['C00247', 'C08356'], 'metanetx.chemical': 'MNXM588', 'sabiork': '1509', 'sbo': 'SBO:0000247', 'seed.compound': ['cpd00212', 'cpd05270']}"
udcpo5_e,Undecaprenyl diphosphate galactose-rhamnose-mannose-abequose-acetyl,-2,e,"{'C': 81, 'H': 134, 'O': 25, 'P': 2}",C81H134O25P2,1569.863182,frozenset({<Reaction EX_udcpo5_e at 0x16b2986a448>}),"{'bigg.metabolite': 'udcpo5', 'metanetx.chemical': 'MNXM146456', 'sbo': 'SBO:0000247', 'seed.compound': 'cpd29731'}"
pectin_e,Pectin C6H7O6,-1,e,"{'C': 6, 'H': 7, 'O': 6}",C6H7O6,175.11617999999999,frozenset({<Reaction EX_pectin_e at 0x16b2986a608>}),"{'bigg.metabolite': 'pectin', 'metanetx.chemical': 'MNXM148417', 'sbo': 'SBO:0000247'}"
srb__L_p,L Sorbose C6H12O6,0,p,"{'C': 6, 'H': 12, 'O': 6}",C6H12O6,180.15588,"frozenset({<Reaction SRBptspp at 0x16b2986a788>, <Reaction SRBtex at 0x16b2994d608>})",{}
madg_e,Alpha Methyl D glucoside C7H14O6,0,e,"{'C': 7, 'H': 14, 'O': 6}",C7H14O6,194.18246,frozenset({<Reaction EX_madg_e at 0x16b29871048>}),"{'bigg.metabolite': 'madg', 'biocyc': 'META:CPD-3582', 'chebi': ['CHEBI:42974', 'CHEBI:320061'], 'inchi_key': 'HOVAGTYPODGVJG-ZFYZTMLRSA-N', 'metanetx.chemical': 'MNXM724960', 'sbo': 'SBO:0000247', 'seed.compound': 'cpd15584'}"
ala_L_Thr__L_e,Ala L Thr L C7H14N2O4,0,e,"{'C': 7, 'H': 14, 'N': 2, 'O': 4}",C7H14N2O4,190.19706,"frozenset({<Reaction LALALTHRtex at 0x16b298f37c8>, <Reaction EX_ala_L_Thr__L_e at 0x16b298710c8>})","{'bigg.metabolite': 'ala_L_Thr__L', 'metanetx.chemical': 'MNXM8264', 'sbo': 'SBO:0000247', 'seed.compound': 'cpd11582'}"
xylt_e,Xylitol C5H12O5,0,e,"{'C': 5, 'H': 12, 'O': 5}",C5H12O5,152.14578,frozenset({<Reaction EX_xylt_e at 0x16b29871188>}),"{'bigg.metabolite': 'xylt', 'biocyc': 'META:XYLITOL', 'chebi': ['CHEBI:15328', 'CHEBI:17151', 'CHEBI:10078', 'CHEBI:60939', 'CHEBI:46522', 'CHEBI:253147', 'CHEBI:27339'], 'inchi_key': 'HEBKCHPVOIAQTA-SCDXWVJYSA-N', 'kegg.compound': 'C00379', 'kegg.drug': 'D00061', 'metanetx.chemical': 'MNXM510', 'reactome.compound': '5660033', 'sabiork': '2033', 'sbo': 'SBO:0000247', 'seed.compound': 'cpd00306'}"
ala_L_his__L_e,Ala His C9H14N4O3,0,e,"{'C': 9, 'H': 14, 'N': 4, 'O': 3}",C9H14N4O3,226.23246,"frozenset({<Reaction EX_ala_L_his__L_e at 0x16b29871388>, <Reaction LALALHIStex at 0x16b299539c8>})","{'bigg.metabolite': 'ala_L_his__L', 'metanetx.chemical': 'MNXM163729', 'sbo': 'SBO:0000247'}"
4izp_c,4-Imidazolone-5-propanoate,-1,c,"{'C': 6, 'H': 7, 'N': 2, 'O': 3}",C6H7N2O3,155.13138,frozenset({<Reaction URCN at 0x16b29871488>}),"{'bigg.metabolite': '4izp', 'biocyc': 'META:4-IMIDAZOLONE-5-PROPIONATE', 'chebi': ['CHEBI:11730', 'CHEBI:27384', 'CHEBI:58508', 'CHEBI:57255', 'CHEBI:77893', 'CHEBI:11041', 'CHEBI:1886', 'CHEBI:20430', 'CHEBI:20431'], 'hmdb': ['HMDB01014', 'HMDB62719'], 'inchi_key': 'MYNHYKDPSRPBNZ-UHFFFAOYSA-N', 'kegg.compound': 'C03680', 'metanetx.chemical': 'MNXM90394', 'reactome.compound': '34979', 'sbo': 'SBO:0000247', 'seed.compound': 'cpd02311'}"
urcan_c,Urocanate C6H5N2O2,-1,c,"{'C': 6, 'H': 5, 'N': 2, 'O': 2}",C6H5N2O2,137.1161,frozenset({<Reaction URCN at 0x16b29871488>}),"{'bigg.metabolite': 'urcan', 'biocyc': 'META:UROCANATE', 'chebi': ['CHEBI:46392', 'CHEBI:17771', 'CHEBI:27247', 'CHEBI:30817', 'CHEBI:27248', 'CHEBI:9899', 'CHEBI:15298'], 'hmdb': ['HMDB02280', 'HMDB62562', 'HMDB00301'], 'inchi_key': 'LOIYMIARKYCTBW-OWOJBTEDSA-M', 'kegg.compound': 'C00785', 'metanetx.chemical': 'MNXM700', 'reactome.compound': '30721', 'sabiork': '5236', 'sbo': 'SBO:0000247', 'seed.compound': 'cpd00581'}"
d5kgp_c,2-Deoxy-5-keto-D-gluconic acid 6-phosphate,-3,c,"{'C': 6, 'H': 8, 'O': 9, 'P': 1}",C6H8O9P,255.096081,frozenset({<Reaction D5KGPA at 0x16b29871548>}),"{'bigg.metabolite': 'd5kgp', 'biocyc': 'META:CPD-645', 'chebi': ['CHEBI:20751', 'CHEBI:1075', 'CHEBI:19551', 'CHEBI:57949', 'CHEBI:12229', 'CHEBI:2230', 'CHEBI:27685', 'CHEBI:16925', 'CHEBI:12116'], 'inchi_key': 'OLUPOJQIFXQXIT-CVYQJGLWSA-K', 'kegg.compound': 'C06893', 'metanetx.chemical': 'MNXM1806', 'sbo': 'SBO:0000247'}"
2hb_e,2 Hydroxybutyrate C4H7O3,-1,e,"{'C': 4, 'H': 7, 'O': 3}",C4H7O3,103.09657999999999,frozenset({<Reaction EX_2hb_e at 0x16b29879ec8>}),"{'bigg.metabolite': '2hb', 'biocyc': 'META:CPD-3564', 'chebi': ['CHEBI:675746', 'CHEBI:50613', 'CHEBI:64552', 'CHEBI:1148', 'CHEBI:73709'], 'envipath': '650babc9-9d68-4b73-9332-11972ca26f7b/compound/c79bd2ad-5e18-41b7-9b12-5232412c1193', 'hmdb': 'HMDB00008', 'inchi_key': 'AFENDNXGAFYKQO-VKHMYHEASA-M', 'kegg.compound': 'C05984', 'lipidmaps': ['LMFA01050342', 'LMFA01050004'], 'metanetx.chemical': 'MNXM722772', 'sabiork': '2835', 'sbo': 'SBO:0000247', 'seed.compound': 'cpd03561'}"
val__D_e,D Valine,0,e,"{'C': 5, 'H': 11, 'N': 1, 'O': 2}",C5H11NO2,117.14634,frozenset({<Reaction EX_val__D_e at 0x16b2987a148>}),"{'bigg.metabolite': 'val__D', 'sbo': 'SBO:0000247'}"
rbt_e,Ribitol,0,e,"{'C': 5, 'H': 12, 'O': 5}",C5H12O5,152.14578,frozenset({<Reaction EX_rbt_e at 0x16b2987a588>}),"{'bigg.metabolite': 'rbt', 'biocyc': 'META:RIBITOL', 'chebi': ['CHEBI:21074', 'CHEBI:15043', 'CHEBI:27854', 'CHEBI:57591', 'CHEBI:4230', 'CHEBI:15963', 'CHEBI:8841', 'CHEBI:26552'], 'hmdb': 'HMDB00508', 'inchi_key': 'HEBKCHPVOIAQTA-ZXFHETKHSA-N', 'kegg.compound': 'C00474', 'metanetx.chemical': 'MNXM1820', 'sabiork': ['2786', '2055'], 'sbo': 'SBO:0000247', 'seed.compound': 'cpd00366'}"
ham_e,Hydroxylamine,0,e,"{'N': 1, 'H': 3, 'O': 1}",NH3O,33.02992,frozenset({<Reaction EX_ham_e at 0x16b2987a8c8>}),"{'bigg.metabolite': 'ham', 'biocyc': 'META:HYDROXYLAMINE', 'chebi': ['CHEBI:15429', 'CHEBI:29772', 'CHEBI:29773', 'CHEBI:43221', 'CHEBI:14421', 'CHEBI:5806', 'CHEBI:10793', 'CHEBI:24708'], 'hmdb': ['HMDB60880', 'HMDB32439', 'HMDB03338'], 'inchi_key': 'AVXURJPOCDRRFD-UHFFFAOYSA-N', 'kegg.compound': 'C00192', 'metanetx.chemical': 'MNXM433', 'sabiork': '1967', 'sbo': 'SBO:0000247', 'seed.compound': 'cpd00165'}"
ala_L_gln__L_e,Ala Gln C8H15N3O4,0,e,"{'C': 8, 'H': 15, 'N': 3, 'O': 4}",C8H15N3O4,217.22240000000002,"frozenset({<Reaction EX_ala_L_gln__L_e at 0x16b299657c8>, <Reaction ALAGLNtex at 0x16b2987ae48>})","{'bigg.metabolite': 'ala_L_gln__L', 'biocyc': 'META:CPD-13403', 'chebi': ['CHEBI:73788', 'CHEBI:74387'], 'inchi_key': 'HJCMDXDYPOUFDY-WHFBIAKZSA-N', 'metanetx.chemical': 'MNXM40495', 'sabiork': '22898', 'sbo': 'SBO:0000247', 'seed.compound': 'cpd11587'}"
ala_L_gln__L_p,Ala-Gln,0,p,"{'C': 8, 'H': 15, 'N': 3, 'O': 4}",C8H15N3O4,217.22240000000002,"frozenset({<Reaction ALAGLNabcpp at 0x16b2997d6c8>, <Reaction ALAGLNtpp at 0x16b2999d208>, <Reaction ALAGLNtex at 0x16b2987ae48>})",{}
dextrin_e,Dextrin C12H20O10,0,e,"{'C': 12, 'H': 20, 'O': 10}",C12H20O10,324.2812,frozenset({<Reaction EX_dextrin_e at 0x16b29881d48>}),"{'bigg.metabolite': 'dextrin', 'chebi': ['CHEBI:4468', 'CHEBI:23651', 'CHEBI:28675'], 'hmdb': 'HMDB06857', 'kegg.glycan': 'G00725', 'metanetx.chemical': 'MNXM49265', 'sabiork': '5198', 'sbo': 'SBO:0000247', 'seed.compound': 'cpd11594'}"
asp__D_e,D-Aspartate,-1,e,"{'C': 4, 'H': 6, 'N': 1, 'O': 4}",C4H6NO4,132.09474,frozenset({<Reaction EX_asp__D_e at 0x16b298870c8>}),"{'bigg.metabolite': 'asp__D', 'biocyc': 'META:CPD-302', 'chebi': ['CHEBI:12918', 'CHEBI:29994', 'CHEBI:20920', 'CHEBI:20919', 'CHEBI:17364', 'CHEBI:29990', 'CHEBI:4108'], 'envipath': '32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/compound/8061ba1c-ed83-4395-a2cd-924a156626b4', 'hmdb': 'HMDB06483', 'inchi_key': 'CKLJMWTZIZZHCS-UWTATZPHSA-M', 'kegg.compound': 'C00402', 'metanetx.chemical': 'MNXM974', 'sabiork': '2041', 'sbo': 'SBO:0000247', 'seed.compound': 'cpd00320'}"
ala_L_leu__L_e,Ala Leu C9H18N2O3,0,e,"{'C': 9, 'H': 18, 'N': 2, 'O': 3}",C9H18N2O3,202.25082,"frozenset({<Reaction LALALLEUtex at 0x16b2988d208>, <Reaction EX_ala_L_leu__L_e at 0x16b29887548>})","{'bigg.metabolite': 'ala_L_leu__L', 'biocyc': 'META:CPD-13398', 'chebi': ['CHEBI:74389', 'CHEBI:73770'], 'inchi_key': 'RDIKFPRVLJLMER-BQBZGAKWSA-N', 'metanetx.chemical': 'MNXM15786', 'sabiork': ['27293', '27180'], 'sbo': 'SBO:0000247', 'seed.compound': 'cpd11583'}"
asn__D_e,D Asparagine,0,e,"{'C': 4, 'H': 8, 'N': 2, 'O': 3}",C4H8N2O3,132.11792,frozenset({<Reaction EX_asn__D_e at 0x16b29887e48>}),"{'bigg.metabolite': 'asn__D', 'sbo': 'SBO:0000247'}"
5mdr1p_c,5-Methylthio-5-deoxy-D-ribose 1-phosphate,-2,c,"{'C': 6, 'H': 11, 'O': 7, 'P': 1, 'S': 1}",C6H11O7PS,258.186101,"frozenset({<Reaction MTRI at 0x16b2988d188>, <Reaction MTRK at 0x16b29938cc8>})","{'bigg.metabolite': '5mdr1p', 'biocyc': 'META:CPD-444', 'chebi': ['CHEBI:20614', 'CHEBI:12769', 'CHEBI:12767', 'CHEBI:20616', 'CHEBI:30310', 'CHEBI:30311', 'CHEBI:58533', 'CHEBI:2102', 'CHEBI:27859', 'CHEBI:12770', 'CHEBI:30309'], 'inchi_key': 'JTFITTQBRJDSTL-KVTDHHQDSA-L', 'kegg.compound': 'C04188', 'metanetx.chemical': 'MNXM407', 'reactome.compound': '1237165', 'sabiork': '1642', 'sbo': 'SBO:0000247', 'seed.compound': ['cpd02574', 'cpd29669']}"
5mdru1p_c,5-Methylthio-5-deoxy-D-ribulose 1-phosphate,-2,c,"{'C': 6, 'H': 11, 'O': 7, 'P': 1, 'S': 1}",C6H11O7PS,258.186101,"frozenset({<Reaction MTRI at 0x16b2988d188>, <Reaction MDRPD at 0x16b298947c8>})","{'bigg.metabolite': '5mdru1p', 'biocyc': 'META:CPD-1063', 'chebi': ['CHEBI:20615', 'CHEBI:44141', 'CHEBI:58548', 'CHEBI:2100', 'CHEBI:28096', 'CHEBI:12768'], 'hmdb': ['HMDB62647', 'HMDB01299'], 'inchi_key': 'CNSJRYUMVMWNMC-RITPCOANSA-L', 'kegg.compound': 'C04582', 'metanetx.chemical': 'MNXM522', 'reactome.compound': '1237107', 'sbo': 'SBO:0000247', 'seed.compound': 'cpd02791'}"
ala_L_leu__L_p,Ala-Leu,0,p,"{'C': 9, 'H': 18, 'N': 2, 'O': 3}",C9H18N2O3,202.25082,"frozenset({<Reaction LALALLEUtex at 0x16b2988d208>, <Reaction ALALEUtpp at 0x16b298b3ac8>, <Reaction LALALLEUabcpp at 0x16b29894e08>})",{}
gly_gln__L_c,Gly-Gln,0,c,"{'C': 7, 'H': 13, 'N': 3, 'O': 4}",C7H13N3O4,203.19582,"frozenset({<Reaction GLYGLNtpp at 0x16b298cb608>, <Reaction AMPEP23 at 0x16b29943848>, <Reaction GLYLGLNabcpp at 0x16b2988d448>})",{}
gly_gln__L_p,Gly-Gln,0,p,"{'C': 7, 'H': 13, 'N': 3, 'O': 4}",C7H13N3O4,203.19582,"frozenset({<Reaction GLYGLNtpp at 0x16b298cb608>, <Reaction GLYLGLNabcpp at 0x16b2988d448>, <Reaction GLYLGLNtex at 0x16b29962788>})",{}
C02356_e,(S)-2-Aminobutanoate,0,e,"{'C': 4, 'H': 9, 'N': 1, 'O': 2}",C4H9NO2,103.11976,frozenset({<Reaction EX_C02356_e at 0x16b29892748>}),"{'bigg.metabolite': 'C02356', 'biocyc': 'META:CPD0-1942', 'chebi': ['CHEBI:18734', 'CHEBI:28340', 'CHEBI:35723', 'CHEBI:74359', 'CHEBI:35619', 'CHEBI:376', 'CHEBI:18733', 'CHEBI:46346'], 'hmdb': ['HMDB00452', 'HMDB05815', 'HMDB00581'], 'inchi_key': 'QWCKQJZIFLGMSD-VKHMYHEASA-N', 'kegg.compound': 'C02356', 'lipidmaps': 'LMFA01100034', 'metanetx.chemical': 'MNXM17054', 'sabiork': '21104', 'sbo': 'SBO:0000247', 'seed.compound': 'cpd01573'}"
bhb_e,(R)-3-Hydroxybutanoate,-1,e,"{'C': 4, 'H': 7, 'O': 3}",C4H7O3,103.09657999999999,frozenset({<Reaction EX_bhb_e at 0x16b29892cc8>}),"{'bigg.metabolite': 'bhb', 'biocyc': 'META:CPD-335', 'chebi': ['CHEBI:18666', 'CHEBI:10983', 'CHEBI:17066', 'CHEBI:322'], 'hmdb': 'HMDB00011', 'inchi_key': 'WHBMMWSBFZVSSR-GSVOUGTGSA-M', 'kegg.compound': 'C01089', 'lipidmaps': 'LMFA01050243', 'metanetx.chemical': 'MNXM663', 'reactome.compound': ['73911', '5696461'], 'sabiork': '2245', 'sbo': 'SBO:0000247', 'seed.compound': 'cpd00797'}"
2oxoadp_c,2 Oxoadipate C6H6O5,-2,c,"{'C': 6, 'H': 6, 'O': 5}",C6H6O5,158.10884,frozenset({<Reaction AATA at 0x16b29892e08>}),"{'bigg.metabolite': '2oxoadp', 'biocyc': 'META:2K-ADIPATE', 'chebi': ['CHEBI:11635', 'CHEBI:19737', 'CHEBI:57499', 'CHEBI:1247', 'CHEBI:15753'], 'envipath': '650babc9-9d68-4b73-9332-11972ca26f7b/compound/f5f3cd3a-71d8-4fcd-9e6a-aa63e03badec', 'hmdb': 'HMDB00225', 'inchi_key': 'FGSBNBBHOZHUBO-UHFFFAOYSA-L', 'kegg.compound': 'C00322', 'lipidmaps': 'LMFA01170121', 'metanetx.chemical': 'MNXM263', 'reactome.compound': ['70951', '113577'], 'sabiork': '2016', 'sbo': 'SBO:0000247', 'seed.compound': 'cpd00269'}"
L2aadp_c,L 2 Aminoadipate C6H10NO4,-1,c,"{'C': 6, 'H': 10, 'N': 1, 'O': 4}",C6H10NO4,160.1479,frozenset({<Reaction AATA at 0x16b29892e08>}),"{'bigg.metabolite': 'L2aadp', 'biocyc': 'META:CPD-468', 'chebi': ['CHEBI:13051', 'CHEBI:17082', 'CHEBI:13053', 'CHEBI:21200', 'CHEBI:21201', 'CHEBI:37023', 'CHEBI:6161', 'CHEBI:58672', 'CHEBI:46332'], 'inchi_key': 'OYIFNHCXNCRBQI-BYPYZUCNSA-M', 'kegg.compound': 'C00956', 'metanetx.chemical': 'MNXM268', 'reactome.compound': ['35181', '508531'], 'sabiork': '5335', 'sbo': 'SBO:0000247', 'seed.compound': 'cpd00705'}"
dkmpp_c,"2,3-diketo-5-methylthio-1-phosphopentane",-2,c,"{'C': 6, 'H': 9, 'O': 6, 'P': 1, 'S': 1}",C6H9O6PS,240.170821,frozenset({<Reaction MDRPD at 0x16b298947c8>}),"{'bigg.metabolite': 'dkmpp', 'biocyc': 'META:CPD-8999', 'chebi': ['CHEBI:58828', 'CHEBI:50604'], 'hmdb': ['HMDB62750', 'HMDB59620', 'HMDB60266'], 'inchi_key': 'HKEAOVFNWRDVAJ-UHFFFAOYSA-L', 'kegg.compound': 'C15650', 'metanetx.chemical': 'MNXM162358', 'reactome.compound': '1237176', 'sbo': 'SBO:0000247', 'seed.compound': 'cpd11295'}"
ala_L_leu__L_c,Ala-Leu,0,c,"{'C': 9, 'H': 18, 'N': 2, 'O': 3}",C9H18N2O3,202.25082,"frozenset({<Reaction LALALLEUabcpp at 0x16b29894e08>, <Reaction AMPEP26 at 0x16b298a3088>, <Reaction ALALEUtpp at 0x16b298b3ac8>})",{}
met_L_ala__L_c,Met L ala L C8H16N2O3S,0,c,"{'C': 8, 'H': 16, 'N': 2, 'O': 3, 'S': 1}",C8H16N2O3S,220.28923999999998,"frozenset({<Reaction METALAabcpp at 0x16b298ac388>, <Reaction AMPEP14 at 0x16b29962648>, <Reaction METALAtpp at 0x16b2995c4c8>})","{'bigg.metabolite': 'met_L_ala__L', 'metanetx.chemical': 'MNXM8868', 'sbo': 'SBO:0000247', 'seed.compound': 'cpd11590'}"
met_L_ala__L_p,Met L ala L C8H16N2O3S,0,p,"{'C': 8, 'H': 16, 'N': 2, 'O': 3, 'S': 1}",C8H16N2O3S,220.28923999999998,"frozenset({<Reaction METALAabcpp at 0x16b298ac388>, <Reaction METALAtex at 0x16b29917088>, <Reaction METALAtpp at 0x16b2995c4c8>})",{}
feroxG_e,Ferrioxamine-G,0,e,"{'C': 27, 'H': 46, 'N': 6, 'O': 10}",C27H46N6O10,614.68834,frozenset({<Reaction EX_feroxG_e at 0x16b298b7888>}),"{'bigg.metabolite': 'feroxG', 'metanetx.chemical': 'MNXM146393', 'sbo': 'SBO:0000247'}"
o6a4colipa_e, O6 antigen x4 core oligosaccharide lipid A O225H390N2O120P2,0,e,"{'O': 345, 'H': 390, 'N': 2, 'P': 2}",O225H390N2O120P2,6002.850522,frozenset({<Reaction EX_o6a4colipa_e at 0x16b298ba6c8>}),"{'bigg.metabolite': 'o6a4colipa', 'metanetx.chemical': 'MNXM149143', 'sbo': 'SBO:0000247'}"
4hoxpac_e,4 Hydroxyphenylacetic acid C8H8O3,0,e,"{'C': 8, 'H': 8, 'O': 3}",C8H8O3,152.14731999999998,frozenset({<Reaction EX_4hoxpac_e at 0x16b298baa08>}),"{'bigg.metabolite': '4hoxpac', 'biocyc': 'META:4-HYDROXYPHENYLACETATE', 'chebi': ['CHEBI:1874', 'CHEBI:18101', 'CHEBI:12014', 'CHEBI:20419', 'CHEBI:48999', 'CHEBI:40091'], 'envipath': ['32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/compound/21154a0c-6b4f-4118-b265-5cd134f03c97', '650babc9-9d68-4b73-9332-11972ca26f7b/compound/8284218f-7e7b-4fae-aff9-d167cc692982'], 'hmdb': 'HMDB00020', 'inchi_key': 'XQXPVVBIMDBYFF-UHFFFAOYSA-M', 'kegg.compound': 'C00642', 'metanetx.chemical': 'MNXM485', 'sbo': 'SBO:0000247', 'seed.compound': 'cpd00489'}"
citr__L_e,L-Citrulline,0,e,"{'C': 6, 'H': 13, 'N': 3, 'O': 3}",C6H13N3O3,175.18572,frozenset({<Reaction EX_citr__L_e at 0x16b298baac8>}),"{'bigg.metabolite': 'citr__L', 'biocyc': 'META:L-CITRULLINE', 'chebi': ['CHEBI:41489', 'CHEBI:3730', 'CHEBI:18211', 'CHEBI:21257', 'CHEBI:16349', 'CHEBI:13092', 'CHEBI:6203', 'CHEBI:66922', 'CHEBI:14002', 'CHEBI:57743'], 'hmdb': 'HMDB00904', 'inchi_key': 'RHGKLRLOHDJJDR-BYPYZUCNSA-N', 'kegg.compound': 'C00327', 'kegg.drug': 'D07706', 'metanetx.chemical': 'MNXM211', 'reactome.compound': ['113567', '29968'], 'sabiork': '1329', 'sbo': 'SBO:0000247', 'seed.compound': 'cpd00274'}"
ala_L_gln__L_c,Ala-Gln,0,c,"{'C': 8, 'H': 15, 'N': 3, 'O': 4}",C8H15N3O4,217.22240000000002,"frozenset({<Reaction ALAGLNabcpp at 0x16b2997d6c8>, <Reaction ALAGLNtpp at 0x16b2999d208>, <Reaction AMPEP32 at 0x16b298bacc8>})",{}
gly_pro__L_c,Gly pro L C7H12N2O3,0,c,"{'C': 7, 'H': 12, 'N': 2, 'O': 3}",C7H12N2O3,172.18178,"frozenset({<Reaction GLYPROtpp at 0x16b298c1088>, <Reaction AMPEP11 at 0x16b2998e308>, <Reaction GLYPROabcpp at 0x16b298e1ac8>})","{'bigg.metabolite': 'gly_pro__L', 'metanetx.chemical': 'MNXM8670', 'sbo': 'SBO:0000247', 'seed.compound': 'cpd11588'}"
gly_pro__L_p,Gly pro L C7H12N2O3,0,p,"{'C': 7, 'H': 12, 'N': 2, 'O': 3}",C7H12N2O3,172.18178,"frozenset({<Reaction GLYPROtpp at 0x16b298c1088>, <Reaction GLYPROtex at 0x16b2996d788>, <Reaction GLYPROabcpp at 0x16b298e1ac8>})",{}
ala_L_his__L_c,Ala-His,0,c,"{'C': 9, 'H': 14, 'N': 4, 'O': 3}",C9H14N4O3,226.23246,"frozenset({<Reaction ALAHIStpp at 0x16b298fcf08>, <Reaction LALALHISabcpp at 0x16b298c4248>, <Reaction AMPEP27 at 0x16b2993f608>})",{}
ala_L_his__L_p,Ala-His,0,p,"{'C': 9, 'H': 14, 'N': 4, 'O': 3}",C9H14N4O3,226.23246,"frozenset({<Reaction ALAHIStpp at 0x16b298fcf08>, <Reaction LALALHIStex at 0x16b299539c8>, <Reaction LALALHISabcpp at 0x16b298c4248>})",{}
2obut_e,2-Oxobutanoate,-1,e,"{'C': 4, 'H': 5, 'O': 3}",C4H5O3,101.0807,frozenset({<Reaction EX_2obut_e at 0x16b298cbbc8>}),"{'bigg.metabolite': '2obut', 'biocyc': 'META:2-OXOBUTANOATE', 'chebi': ['CHEBI:1250', 'CHEBI:16763', 'CHEBI:19741', 'CHEBI:30831', 'CHEBI:11636', 'CHEBI:39748', 'CHEBI:19743'], 'envipath': ['32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/compound/1d8dba15-23b7-4916-91ba-3b00be5e4e8b', '650babc9-9d68-4b73-9332-11972ca26f7b/compound/86a149cf-c031-463b-aa33-253fcbde268f'], 'hmdb': ['HMDB00005', 'HMDB06544'], 'inchi_key': 'TYEYBOSBBBHJIV-UHFFFAOYSA-M', 'kegg.compound': 'C00109', 'lipidmaps': 'LMFA01060002', 'metanetx.chemical': 'MNXM159', 'reactome.compound': '936714', 'sabiork': '1934', 'sbo': 'SBO:0000247', 'seed.compound': 'cpd00094'}"
tcb_e,Tricarballylate,-3,e,"{'C': 6, 'H': 5, 'O': 6}",C6H5O6,173.1003,"frozenset({<Reaction EX_tcb_e at 0x16b298f7e88>, <Reaction TCBt2ex at 0x16b298da7c8>})","{'bigg.metabolite': 'tcb', 'biocyc': 'META:CPD-3571', 'chebi': ['CHEBI:62517', 'CHEBI:45969'], 'hmdb': 'HMDB31193', 'inchi_key': 'KQTIIICEAUMSDG-UHFFFAOYSA-K', 'kegg.compound': 'C19806', 'metanetx.chemical': 'MNXM4854', 'sbo': 'SBO:0000247', 'seed.compound': 'cpd16654'}"
