ID,Name,Reaction Formula,Gene Rules,Subsystem,Essentiality,LB,UB,FVA_min,FVA_max
PLIPA1A141pp,"Phospholipase A1 (phosphatidate, n-C14:1) (periplasm)",h2o_p + pa141_p --> 2tdec7eg3p_p + ttdcea_p,CIW80_13985,Glycerophospholipid Metabolism,Not essential,0.0,1000.0,0.0,-3.5613132010588334e-14
PLIPA1A160pp,"Phospholipase A1 (phosphatidate, n-C16:0) (periplasm)",h2o_p + pa160_p --> 2hdecg3p_p + hdca_p,CIW80_13985,Glycerophospholipid Metabolism,Not essential,0.0,1000.0,0.0,-1.5262770861680708e-14
PLIPA1A161pp,"Phospholipase A1 (phosphatidate, n-C16:1) (periplasm)",h2o_p + pa161_p --> 2hdec9eg3p_p + hdcea_p,CIW80_13985,Glycerophospholipid Metabolism,Not essential,0.0,1000.0,0.0,-1.1052351313630903e-14
PLIPA1A180pp,"Phospholipase A1 (phosphatidate, n-C18:0) (periplasm)",h2o_p + pa180_p --> 2odecg3p_p + ocdca_p,CIW80_13985,Glycerophospholipid Metabolism,Not essential,0.0,1000.0,0.0,-1.526277086168073e-14
LPLIPAL2A120,"Lysophospholipase L2 (2-acylglycerophosphotidate, n-C12:0)",2ddecg3p_c + h2o_c --> ddca_c + glyc3p_c + 2.0 h_c,CIW80_14005,Glycerophospholipid Metabolism,Not essential,0.0,1000.0,0.0,-1.526277086168076e-14
CAt6pp,Calcium / sodium antiporter (1:1),ca2_c + na1_p <=> ca2_p + na1_c,CIW80_10450,Inorganic Ion Transport and Metabolism,Essential,-1000.0,1000.0,-1000.0,-0.005836262563194395
GALCTNt2pp,D-galactonate transport via proton symport (periplasm),galctn__D_p + h_p --> galctn__D_c + h_c,CIW80_13315,"Transport, Inner Membrane",Not essential,0.0,1000.0,1.7819751359540296e-12,0.0
GALCTNLtex,L-galactonate transport via diffusion (extracellular to periplasm),galctn__L_e <=> galctn__L_p,CIW80_05020 or CIW80_25725 or CIW80_22660 or CIW80_19480,"Transport, Outer Membrane",Not essential,-1000.0,1000.0,0.0,0.0
EX_galctn__L_e,L-Galactonate exchange,galctn__L_e --> ,,Extracellular exchange,Not essential,0.0,1000.0,0.0,0.0
KDUI,5-keto-4-deoxyuronate isomerase,dt5hsu_c --> dkdglcn_c,CIW80_08020,Cell Envelope Biosynthesis,Not essential,0.0,1000.0,0.0,0.0
CA2t3pp,Calcium (Ca+2) transport out via proton antiport (periplasm),ca2_c + h_p --> ca2_p + h_c,CIW80_24985,Inorganic Ion Transport and Metabolism,Not essential,0.0,1000.0,0.0,999.9941637374367
NADH17pp,NADH dehydrogenase (menaquinone-8 & 3 protons) (periplasm),4.0 h_c + mqn8_c + nadh_c --> 3.0 h_p + mql8_c + nad_c,CIW80_05325 and CIW80_05315 and CIW80_05350 and CIW80_05340 and CIW80_05320 and CIW80_05370 and CIW80_05310 and CIW80_05365 and CIW80_05345 and CIW80_05335 and CIW80_05360 and CIW80_05330 and CIW80_05355,Oxidative Phosphorylation,Not essential,0.0,1000.0,0.0,39.62514150888689
FA161ACPHi,Fatty-acyl-ACP hydrolase,h2o_c + hdeACP_c --> ACP_c + h_c + hdcea_c,CIW80_20135,Cell Envelope Biosynthesis,Not essential,0.0,1000.0,0.0,1.0909635164622218e-12
FA141ACPHi,Fatty-acyl-ACP hydrolase,h2o_c + tdeACP_c --> ACP_c + h_c + ttdcea_c,CIW80_20135,Cell Envelope Biosynthesis,Not essential,0.0,1000.0,0.0,1.0909635164622218e-12
ARGt3pp,L-arginine transport out via proton antiport (cytoplasm to periplasm),arg__L_c + h_p --> arg__L_p + h_c,CIW80_08340,"Transport, Inner Membrane",Not essential,0.0,1000.0,0.0,4.363854065848891e-12
FA160ACPHi,Fatty-acyl-ACP hydrolase,h2o_c + palmACP_c --> ACP_c + h_c + hdca_c,CIW80_20135,Cell Envelope Biosynthesis,Not essential,0.0,1000.0,0.0,1.090963516462225e-12
MALDtex,D-Malate transport via diffusion (extracellular to periplasm),mal__D_e <=> mal__D_p,CIW80_25725 or CIW80_05020 or CIW80_19480 or CIW80_22660,"Transport, Outer Membrane",Not essential,-1000.0,1000.0,0.0,0.0
OROTtex,Orotate transport via diffusion (extracellular to periplasm),orot_e <=> orot_p,CIW80_25725 or CIW80_22660 or CIW80_05020 or CIW80_19480,"Transport, Outer Membrane",Not essential,-1000.0,1000.0,6.282464150841133e-15,0.0
PPAt4pp,Na+/Propionate symporter (periplasm),na1_p + ppa_p --> na1_c + ppa_c,CIW80_23050,"Transport, Inner Membrane",Not essential,0.0,1000.0,0.0,0.0
OROTt2_2pp,Orotate transport via proton symport (2 H) (periplasm),2.0 h_p + orot_p --> 2.0 h_c + orot_c,CIW80_12315,"Transport, Inner Membrane",Not essential,0.0,1000.0,6.282464150841133e-15,0.0
MALDt2_2pp,D-Malate transport via proton symport (2 H) (periplasm),2.0 h_p + mal__D_p --> 2.0 h_c + mal__D_c,CIW80_12315,"Transport, Inner Membrane",Not essential,0.0,1000.0,0.0,0.0
5DGLCNtex,5-Dehydro-D-gluconate transport via diffusion (extracellular to periplasm),5dglcn_e <=> 5dglcn_p,CIW80_25725 or CIW80_19480 or CIW80_22660 or CIW80_05020,"Transport, Outer Membrane",Not essential,-1000.0,1000.0,0.0,0.0
EX_5dglcn_e,5-Dehydro-D-gluconate exchange,5dglcn_e --> ,,Extracellular exchange,Not essential,0.0,1000.0,0.0,0.0
DTARTD,D(-)-tartrate dehydratase,tartr__D_c --> h2o_c + oaa_c,CIW80_15910,Alternate Carbon Metabolism,Not essential,0.0,1000.0,1.1866876729366568e-14,0.0
PLIPA2E161pp,"Phospholipase A2 (phosphatidylethanolamine, n-C16:1) (periplasm)",h2o_p + pe161_p --> 1agpe161_p + h_p + hdcea_p,CIW80_13985,Glycerophospholipid Metabolism,Not essential,0.0,1000.0,0.0,4.593530595630285e-13
PLIPA2E180pp,"Phospholipase A2 (phosphatidylethanolamine, n-C18:0) (periplasm)",h2o_p + pe180_p --> 1agpe180_p + h_p + ocdca_p,CIW80_13985,Glycerophospholipid Metabolism,Not essential,0.0,1000.0,0.0,6.713621639767567e-13
PLIPA2G120pp,"Phospholipase A2 (phosphatidylglycerol, n-C12:0) (periplasm)",h2o_p + pg120_p --> 1agpg120_p + ddca_p + h_p,CIW80_13985,Glycerophospholipid Metabolism,Not essential,0.0,1000.0,0.0,5.454817582311096e-13
PLIPA2G180pp,"Phospholipase A2 (phosphatidylglycerol, n-C18:0) (periplasm)",h2o_p + pg180_p --> 1agpg180_p + h_p + ocdca_p,CIW80_13985,Glycerophospholipid Metabolism,Not essential,0.0,1000.0,0.0,5.454817582311095e-13
LPLIPAL1A161pp,"Lysophospholipase L1 (2-acylglycerophosphotidate, n-C16:1) (periplasm)",1hdec9eg3p_p + h2o_p --> glyc3p_p + h_p + hdcea_p,CIW80_20630,Glycerophospholipid Metabolism,Not essential,0.0,1000.0,0.0,2.3588400355940067e-13
LPLIPAL1A160pp,"Lysophospholipase L1 (2-acylglycerophosphotidate, n-C16:0) (periplasm)",1hdecg3p_p + h2o_p --> glyc3p_p + h_p + hdca_p,CIW80_20630,Glycerophospholipid Metabolism,Not essential,0.0,1000.0,0.0,4.1560514912846477e-13
LYSt2pp,L-lysine transport in via proton symport (periplasm),h_p + lys__L_p --> h_c + lys__L_c,CIW80_04600,"Transport, Inner Membrane",Not essential,0.0,1000.0,0.0,4.363854065848891e-12
GLYt2pp,Glycine transport in via proton symport (periplasm),gly_p + h_p --> gly_c + h_c,CIW80_16415,"Transport, Inner Membrane",Not essential,0.0,1000.0,0.0,8.727708131697788e-12
ALAt2pp,L-alanine transport in via proton symport (periplasm),ala__L_p + h_p --> ala__L_c + h_c,CIW80_16415 or CIW80_15960,"Transport, Inner Membrane",Not essential,0.0,1000.0,0.0,8.727708131697773e-12
BALAt2pp,Beta-alanine transport in via proton symport (periplasm),ala_B_p + h_p --> ala_B_c + h_c,CIW80_16415,"Transport, Inner Membrane",Not essential,0.0,1000.0,1.3350236320537395e-14,0.0
DALAt2pp,D-alanine transport in via proton symport (periplasm),ala__D_p + h_p --> ala__D_c + h_c,CIW80_16415,"Transport, Inner Membrane",Not essential,0.0,1000.0,0.015579064755650702,0.01557906476435171
FE2tpp,Iron (+2) transport in via permease (no H+),fe2_p --> fe2_c,CIW80_09665,Inorganic Ion Transport and Metabolism,Not essential,0.0,1000.0,0.00925392409888769,0.009253924107487235
MN2tpp,Manganese transport in via permease (no H+),mn2_p --> mn2_c,CIW80_09665,Inorganic Ion Transport and Metabolism,Not essential,0.0,1000.0,0.0007748045017719945,1000.0
MG2tpp,Magnesium (+2) transport in via diffusion,mg2_p --> mg2_c,CIW80_13960,Inorganic Ion Transport and Metabolism,Not essential,0.0,1000.0,0.0,4.363854065848897e-12
NI2t3pp,Nickle (Ni+2) transport out via proton antiport (periplasm),h_p + ni2_c --> h_c + ni2_p,CIW80_14580 or CIW80_21735,Inorganic Ion Transport and Metabolism,Not essential,0.0,1000.0,0.0,8.7277081316978e-12
PPAtex,Propionate transport via diffusion,ppa_e <=> ppa_p,CIW80_19480 or CIW80_25725 or CIW80_22660 or CIW80_05020,"Transport, Outer Membrane",Not essential,-1000.0,1000.0,7.120126037619942e-15,1.4546180219496955e-12
GALCTNLt2pp,L-galactonate transport via proton symport (periplasm),galctn__L_p + h_p --> galctn__L_c + h_c,CIW80_17425,"Transport, Inner Membrane",Not essential,0.0,1000.0,0.0,0.0
GALCTLO,L-galactonate oxidoreductase,galctn__L_c + nad_c --> h_c + nadh_c + tagur_c,CIW80_17435,Alternate Carbon Metabolism,Not essential,0.0,1000.0,0.0,0.0
THYMt3pp,Thymine transport out via proton antiport (periplasm),h_p + thym_c --> h_c + thym_p,,"Transport, Inner Membrane",Not essential,0.0,1000.0,0.0,2.7274087911555823e-13
PSCLYStex,Psicoselysine transporter via diffusion (extracellular),psclys_e <=> psclys_p,CIW80_22660 or CIW80_05020 or CIW80_25725 or CIW80_19480,"Transport, Outer Membrane",Not essential,-1000.0,1000.0,0.0,0.0
THYMtex,Thymine transport via diffusion (extracellular to periplasm),thym_e <=> thym_p,CIW80_19480 or CIW80_25725 or CIW80_05020 or CIW80_22660,"Transport, Outer Membrane",Not essential,-1000.0,1000.0,3.814353234439274e-15,0.0
CU2tpp,Copper transport in via permease (no H+),cu2_p --> cu2_c,CIW80_09665,Inorganic Ion Transport and Metabolism,Not essential,0.0,1000.0,0.000794987542244811,0.0007949875444114807
FE2t3pp,Iron (Fe+2) transport out via proton antiport (periplasm),fe2_c + h_p --> fe2_p + h_c,CIW80_14580,Inorganic Ion Transport and Metabolism,Not essential,0.0,1000.0,0.0,8.72770813169779e-12
MN2t3pp,Manganese (Mn+2) transport out via proton antiport (periplasm),h_p + mn2_c --> h_c + mn2_p,CIW80_14580 or CIW80_21735,Inorganic Ion Transport and Metabolism,Not essential,0.0,1000.0,0.0,8.727708131697768e-12
MG2t3_2pp,Magnesium (Mg+2) transport in/out via proton antiport (periplasm),2.0 h_c + mg2_p <=> 2.0 h_p + mg2_c,,Inorganic Ion Transport and Metabolism,Not essential,-1000.0,1000.0,0.00972710427204406,0.009727104271990819
CD2tpp,Cadmium (+2) transport in via permease (no H+),cd2_p --> cd2_c,CIW80_09665,Inorganic Ion Transport and Metabolism,Not essential,0.0,1000.0,0.0,8.72770813169777e-12
ETHAt2pp,Ethanolamine transport in via proton symport,etha_p + h_p --> etha_c + h_c,,"Transport, Inner Membrane",Not essential,0.0,1000.0,4.4500787735124546e-15,6.713621639767562e-13
FE3abcpp,Iron (III) transport via ABC system (periplasm to cytoplasm),atp_c + fe3_p + h2o_c --> adp_c + fe3_c + h_c + pi_c,,Inorganic Ion Transport and Metabolism,Not essential,0.0,1000.0,0.00875495448491407,0.00875495448674676
THRA,Threonine aldolase,thr__L_c --> acald_c + gly_c,CIW80_06560 or CIW80_22360,Threonine and Lysine Metabolism,Not essential,0.0,1000.0,0.0,8.727708131697265e-13
XYLK2,L-xylulokinase,atp_c + xylu__L_c --> adp_c + h_c + xu5p__L_c,CIW80_18000 or CIW80_12625,Alternate Carbon Metabolism,Not essential,0.0,1000.0,1.1866876729366513e-14,0.0
GLDBRAN2,Glycogen debranching enzyme (bglycogen -> glycogen),bglycogen_c --> glycogen_c,CIW80_11735,Glycolysis/Gluconeogenesis,Not essential,0.0,1000.0,2.6700472641074772e-14,999.9999999999998
CLt3_2pp,Chloride transport out via proton antiport (2:1) (periplasm),2.0 cl_p + h_c --> 2.0 cl_c + h_p,CIW80_18540,Inorganic Ion Transport and Metabolism,Not essential,0.0,1000.0,0.002918131281703999,0.002918131281597208
EX_ppal_e,Propanal exchange,ppal_e --> ,,Extracellular exchange,Not essential,0.0,1000.0,0.0,0.0
POR5,Pyruvate synthase,coa_c + 2.0 flxso_c + pyr_c <=> accoa_c + co2_c + 2.0 flxr_c + h_c,(CIW80_25730 and CIW80_21445) or (CIW80_25730 and CIW80_08200),Pyruvate Metabolism,Not essential,-1000.0,1000.0,0.11926607181498809,0.12194480981031604
HACD8,"3-hydroxyacyl-CoA dehydrogenase (3-oxooctadecanoyl-CoA), peroxisomal",3ohodcoa_c + h_c + nadh_c <=> 3hodcoa_c + nad_c,CIW80_14210 or CIW80_05635,Membrane Lipid Metabolism,Not essential,-1000.0,1000.0,7.630249054472055e-15,9.562766625779025e-14
CTECOAI8,3-cis-2-trans-enoyl-CoA isomerase,odecoa_c <=> od2coa_c,CIW80_14210,Membrane Lipid Metabolism,Not essential,-1000.0,1000.0,1.1087514945968731e-17,1.195345828222535e-13
CTECOAI6,3-cis-2-trans-enoyl-CoA isomerase,tdecoa_c <=> td2coa_c,CIW80_14210,Membrane Lipid Metabolism,Not essential,-1000.0,1000.0,1.7803464539636763e-14,8.693424205254658e-14
MTHTHFSs,"(2R,4S)-2-methyl-2,3,3,4-tetrahydroxytetrahydrofuran synthesis (spontaneous)",h2o_c + mdhdhf_c --> mththf_c,s0001,Methionine Metabolism,Essential,0.0,1000.0,0.0005023334540463974,0.0005023334541043256
SELGTHR,Selenate glutathione reductase,4.0 gthrd_c + 2.0 h_c + slnt_c --> dgslnt_c + gthox_c + 3.0 h2o_c,,Inorganic Ion Transport and Metabolism,Not essential,0.0,1000.0,0.0,3.8251066503119876e-13
SELGTHR3,Selenate glutathione reductase III,gslnt_c + nadph_c --> gthrd_c + nadp_c + seln_c,,Inorganic Ion Transport and Metabolism,Not essential,0.0,1000.0,0.0,3.8251066503119886e-13
EX_slnt_e,Selenite exchange,slnt_e <=> ,,Extracellular exchange,Not essential,-1000.0,1000.0,2.1364157447563942e-14,0.0
MALCOAMT,Malonyl-CoA methyltransferase,amet_c + malcoa_c --> ahcys_c + malcoame_c,CIW80_21880,Cofactor and Prosthetic Group Biosynthesis,Essential,0.0,1000.0,2.242560062785428e-06,2.2425600703169306e-06
OGMEACPS,3-Oxo-glutaryl-[ACP] methyl ester synthase,h_c + malACP_c + malcoame_c --> co2_c + coa_c + ogmeACP_c,CIW80_24065,Cofactor and Prosthetic Group Biosynthesis,Essential,0.0,1000.0,2.242560062785428e-06,2.2425600703169306e-06
OGMEACPR,3-Oxo-glutaryl-[ACP] methyl ester reductase,h_c + nadph_c + ogmeACP_c --> hgmeACP_c + nadp_c,CIW80_24075,Cofactor and Prosthetic Group Biosynthesis,Essential,0.0,1000.0,2.242560062785428e-06,2.2425600703169306e-06
OPMEACPS,3-Oxo-pimeloyl-[ACP] methyl ester synthase,gmeACP_c + h_c + malACP_c --> ACP_c + co2_c + opmeACP_c,CIW80_05545,Cofactor and Prosthetic Group Biosynthesis,Essential,0.0,1000.0,2.242560062785428e-06,2.2425600703169306e-06
LIPAabctex,Lipid A transport via ABC system (periplasm to extracellular),atp_c + h2o_c + lipa_p --> adp_c + h_c + lipa_e + pi_c,CIW80_16665 and CIW80_16660 and CIW80_10465 and CIW80_10475 and CIW80_10470 and CIW80_17965 and CIW80_21225,Lipopolysaccharide Biosynthesis / Recycling,Not essential,0.0,1000.0,0.0,6.250174265215498e-15
DGUNC,Diguanylate cyclase,2.0 gtp_c --> cdigmp_c + 2.0 ppi_c,CIW80_25675 or CIW80_01875 or CIW80_00660 or CIW80_23100,Nucleotide Salvage Pathway,Not essential,0.0,1000.0,0.0,1.1953458282224983e-13
CDGUNPD,"3,5-cyclic-nucleotide phosphodiesterase",cdigmp_c + h2o_c --> 5pg35pg_c + h_c,CIW80_06315 or CIW80_00405 or CIW80_12290 or CIW80_25395 or CIW80_19770,Alternate Carbon Metabolism,Not essential,0.0,1000.0,0.0,1.1953458282224983e-13
LDGUNPD,Linear diguanylate phosphodiesterase,5pg35pg_c + h2o_c --> 2.0 gmp_c + h_c,CIW80_25395,Nucleotide Salvage Pathway,Not essential,0.0,1000.0,0.0,1.1953458282224983e-13
MPTAT,Molybdopterin adenylyltransferase,atp_c + h_c + mpt_c --> mptamp_c + ppi_c,CIW80_17720,Cofactor and Prosthetic Group Biosynthesis,Not essential,0.0,1000.0,0.0,2.4519914425077117e-14
MOADSUx,"MoaD sulfuration (nadh, assumed)",iscssh_c + moadamp_c + nadh_c --> amp_c + iscs_c + moadcosh_c + nad_c,CIW80_21915 and CIW80_06485,Cofactor and Prosthetic Group Biosynthesis,Not essential,0.0,1000.0,0.0,4.9039828850154234e-14
CMtpp,Chloramphenicol transport via TolC system,cm_p + h_p --> cm_e + h_c,(CIW80_20440 and CIW80_09625 and CIW80_06195) or (CIW80_20440 and CIW80_09625 and CIW80_20435),"Transport, Outer Membrane",Not essential,0.0,1000.0,0.0,-7.097163748832267e-12
FUSAtpp,Fusidic acid transport via TolC system,fusa_p + h_p --> fusa_e + h_c,(CIW80_20440 and CIW80_09625 and CIW80_20435) or (CIW80_20440 and CIW80_09625 and CIW80_06195),"Transport, Outer Membrane",Not essential,0.0,1000.0,0.0,-7.80069379154056e-12
RFAMPtex,Rifampin transport via diffusion (extracellular to periplasm),rfamp_e <=> rfamp_p,s0001,"Transport, Outer Membrane",Not essential,-1000.0,1000.0,0.0,-7.80069379154056e-12
MINCYCtex,Minocycline transport via diffusion (extracellular to periplasm),mincyc_e <=> mincyc_p,CIW80_25725 or CIW80_19480 or CIW80_22660 or CIW80_05020,"Transport, Outer Membrane",Not essential,-1000.0,1000.0,0.0,-7.80069379154056e-12
MINCYCtpp,Minocycline transport via TolC system,h_p + mincyc_p --> h_c + mincyc_e,(CIW80_20440 and CIW80_09625 and CIW80_06195) or (CIW80_20440 and CIW80_09625 and CIW80_20435),"Transport, Outer Membrane",Not essential,0.0,1000.0,0.0,-7.80069379154056e-12
DOXRBCNtex,Doxorubicin transport via diffusion (extracellular to periplasm),doxrbcn_e <=> doxrbcn_p,CIW80_22660 or CIW80_05020 or CIW80_25725 or CIW80_19480,"Transport, Outer Membrane",Not essential,-1000.0,1000.0,0.0,-7.80069379154056e-12
DOXRBCNtpp,Doxorubicin transport via TolC system,doxrbcn_p + h_p --> doxrbcn_e + h_c,(CIW80_20440 and CIW80_09625 and CIW80_20435) or (CIW80_20440 and CIW80_09625 and CIW80_06195),"Transport, Outer Membrane",Not essential,0.0,1000.0,0.0,-7.80069379154056e-12
ETOHtrpp,Ethanol reversible transport via diffusion (periplasm),etoh_p <=> etoh_c,s0001,"Transport, Inner Membrane",Not essential,-1000.0,1000.0,5.3410393618910114e-14,0.0
ACPPAT141,Acyl-(acyl carrier protein):phosphate acyltransferase (C14:1),h_c + pi_c + tdeACP_c --> ACP_c + ttdceap_c,CIW80_24080 and CIW80_24060,Glycerophospholipid Metabolism,Not essential,0.0,1000.0,0.0,-8.825195759270566e-13
ACPPAT161,Acyl-(acyl carrier protein):phosphate acyltransferase (C16:1),h_c + hdeACP_c + pi_c --> ACP_c + hdceap_c,CIW80_24080 and CIW80_24060,Glycerophospholipid Metabolism,Not essential,0.0,1000.0,0.0,0.08433595627733133
ACPPAT180,Acyl-(acyl carrier protein):phosphate acyltransferase (C18:0),h_c + ocdcaACP_c + pi_c --> ACP_c + ocdcap_c,CIW80_24080 and CIW80_24060,Glycerophospholipid Metabolism,Not essential,0.0,1000.0,0.0,-8.825195759270618e-13
APG3PAT160,Acyl-phosphate:glycerol-3-phosphate acyltransferase (C16:0),glyc3p_c + hdcap_c --> 1hdecg3p_c + h_c + pi_c,CIW80_09770,Glycerophospholipid Metabolism,Not essential,0.0,1000.0,1.3369993570080961e-14,0.07155336392044903
APG3PAT161,Acyl-phosphate:glycerol-3-phosphate acyltransferase (C16:1),glyc3p_c + hdceap_c --> 1hdec9eg3p_c + h_c + pi_c,CIW80_09770,Glycerophospholipid Metabolism,Not essential,0.0,1000.0,0.0,0.08433595627786085
APG3PAT180,Acyl-phosphate:glycerol-3-phosphate acyltransferase (C18:0),glyc3p_c + ocdcap_c --> 1odecg3p_c + h_c + pi_c,CIW80_09770,Glycerophospholipid Metabolism,Not essential,0.0,1000.0,0.0,-5.883463839513749e-13
ICYSDS,ISC Cysteine desulfuration,cys__L_c + iscs_c --> ala__L_c + iscssh_c,CIW80_06485,Cofactor and Prosthetic Group Biosynthesis,Essential,0.0,1000.0,0.0014767258013459064,0.0014767258012057872
I4FE4SR,ISC [4Fe-4S] Reduction,fadh2_c + 2.0 h_c + iscu_2fe2s2_c --> fad_c + iscu_4fe4s_c,CIW80_06480,Cofactor and Prosthetic Group Biosynthesis,Not essential,0.0,1000.0,0.0002915328081652543,0.0002915328081518775
S2FE2ST,SUF [2Fe-2S] Transfer,4.0 h_c + sufbcd_2fe2s_c --> 2fe2s_c + sufbcd_c,CIW80_01275 and CIW80_01270 and CIW80_01285 and CIW80_01280,Cofactor and Prosthetic Group Biosynthesis,Not essential,0.0,1000.0,0.0,3.139583347442003e-05
BMOCOS,Bis-molybdenum cofactor synthase,moco_c + mptamp_c --> amp_c + bmoco_c + cu2_c,CIW80_22140,Cofactor and Prosthetic Group Biosynthesis,Not essential,0.0,1000.0,0.0,0.0
BWCOS,Tungsten bispterin cofactor synthase,mptamp_c + wco_c --> amp_c + bwco_c + cu2_c,CIW80_22140,Cofactor and Prosthetic Group Biosynthesis,Not essential,0.0,1000.0,0.0,0.0
BWCOGDS1,Tungsten bispterin guanine dinucleotide synthase (single GDP),bwco_c + gtp_c + h_c --> bwco1gdp_c + ppi_c,(CIW80_14260 and CIW80_14255) or CIW80_14260,Cofactor and Prosthetic Group Biosynthesis,Not essential,0.0,1000.0,0.0,0.0
BWCOGDS2,Tungsten bispterin guanine dinucleotide synthase,bwco1gdp_c + gtp_c + h_c --> bwcogdp_c + ppi_c,(CIW80_14260 and CIW80_14255) or CIW80_14260,Cofactor and Prosthetic Group Biosynthesis,Not essential,0.0,1000.0,0.0,0.0
DHNPTE,Dihydroneopterin epimerase,dhnpt_c <=> dhmpt_c,CIW80_09765,Cofactor and Prosthetic Group Biosynthesis,Not essential,-1000.0,1000.0,0.0,0.0
DHMPTR,Dihydromonapterin reductase,dhmpt_c + h_c + nadph_c --> nadp_c + thmnp_c,CIW80_00865,Cofactor and Prosthetic Group Biosynthesis,Not essential,0.0,1000.0,0.0,0.0
NOVBCNtpp,Novobiocin transport via TolC system,h_p + novbcn_p --> h_c + novbcn_e,(CIW80_20440 and CIW80_09625 and CIW80_06195) or (CIW80_20440 and CIW80_09625 and CIW80_20435),"Transport, Outer Membrane",Not essential,0.0,1000.0,0.0,-7.060156654770027e-12
CMtex,Chloramphenicol transport via diffusion (extracellular to periplasm),cm_e <=> cm_p,CIW80_05020 or CIW80_22660 or CIW80_25725 or CIW80_19480,"Transport, Outer Membrane",Not essential,-1000.0,1000.0,0.0,-7.060156666135257e-12
LALALGLUtex,L-alanyl-L-glutamate transport via diffusion (extracellular to periplasm),LalaLglu_e <=> LalaLglu_p,CIW80_25725 or CIW80_19480 or CIW80_22660 or CIW80_05020,"Transport, Outer Membrane",Not essential,-1000.0,1000.0,4.279340081560086e-15,0.0
LALADGLUtpp,L-alanyl-D-glutamate transport in via proton symport (periplasm),LalaDglu_p + h_p --> LalaDglu_c + h_c,CIW80_21530 or CIW80_01020 or CIW80_12085 or CIW80_15960,"Transport, Inner Membrane",Not essential,0.0,1000.0,4.279340081560086e-15,0.0
I2FE2SS,ISC [2Fe-2S] Synthesis,fadh2_c + 2.0 fe2_c + 2.0 iscssh_c + iscu_c --> fad_c + 6.0 h_c + 2.0 iscs_c + iscu_2fe2s_c,CIW80_06485 and CIW80_06480,Cofactor and Prosthetic Group Biosynthesis,Not essential,0.0,1000.0,0.0003206860889938154,0.0003206860889670653
I2FE2ST,ISC [2Fe-2S] Transfer,4.0 h_c + iscu_2fe2s_c --> 2fe2s_c + iscu_c,CIW80_06480 and CIW80_06475,Cofactor and Prosthetic Group Biosynthesis,Not essential,0.0,1000.0,3.13958409046408e-05,3.1395840877894516e-05
I2FE2SS2,ISC [2Fe-2S] Synthesis II,fadh2_c + 2.0 fe2_c + 2.0 iscssh_c + iscu_2fe2s_c --> fad_c + 6.0 h_c + 2.0 iscs_c + iscu_2fe2s2_c,CIW80_06485 and CIW80_06480,Cofactor and Prosthetic Group Biosynthesis,Not essential,0.0,1000.0,0.0002915328081652543,0.0002915328081518775
I4FE4ST,ISC [4Fe-4S] Transfer,4.0 h_c + iscu_4fe4s_c --> 4fe4s_c + iscu_c,CIW80_06480 and CIW80_06475,Cofactor and Prosthetic Group Biosynthesis,Not essential,0.0,1000.0,0.0002915328081652543,0.0002915328081518775
S4FE4ST,SUF [4Fe-4S] Transfer,4.0 h_c + sufbcd_4fe4s_c --> 4fe4s_c + sufbcd_c,CIW80_01275 and CIW80_01270 and CIW80_01285 and CIW80_01280,Cofactor and Prosthetic Group Biosynthesis,Not essential,0.0,1000.0,0.0,-8.825195756901502e-13
S2FE2SS2,SUF [2Fe-2S] Synthesis II,atp_c + fadh2_c + 2.0 fe2_c + h2o_c + sufbcd_2fe2s_c + 2.0 sufsesh_c --> adp_c + fad_c + 7.0 h_c + pi_c + sufbcd_2fe2s2_c + 2.0 sufse_c,CIW80_01265 and CIW80_01280 and CIW80_01270 and CIW80_01275 and CIW80_01260,Cofactor and Prosthetic Group Biosynthesis,Not essential,0.0,1000.0,0.0,-8.825195756901502e-13
BTS5,Biotin synthase,2fe2s_c + amet_c + dtbt_c --> 2fe1s_c + btn_c + dad_5_c + h_c + met__L_c,CIW80_21870,Cofactor and Prosthetic Group Biosynthesis,Essential,0.0,1000.0,2.24256006270678e-06,2.2425600348010225e-06
5MTRtex,5-Methylthio-D-ribose transport via proton diffusion (extracellular to periplasm),5mtr_e <=> 5mtr_p,CIW80_25725 or CIW80_22660 or CIW80_05020 or CIW80_19480,"Transport, Outer Membrane",Not essential,-1000.0,1000.0,1.1381223621170457e-15,0.0
LALADGLUtex,L-alanyl-D-glutamate transport via diffusion (extracellular to periplasm),LalaDglu_e <=> LalaDglu_p,CIW80_05020 or CIW80_25725 or CIW80_19480 or CIW80_22660,"Transport, Outer Membrane",Not essential,-1000.0,1000.0,4.279340081560086e-15,0.0
LALALGLUtpp,L-alanyl-L-glutamate transport in via proton symport (periplasm),LalaLglu_p + h_p --> LalaLglu_c + h_c,CIW80_01020 or CIW80_12085 or CIW80_15960 or CIW80_21530,"Transport, Inner Membrane",Not essential,0.0,1000.0,4.279340081560086e-15,0.0
3AMACHYD,3-aminoacrylate hydrolase,3amac_c + h2o_c + h_c --> msa_c + nh4_c,CIW80_23010,Nucleotide Salvage Pathway,Not essential,0.0,1000.0,0.0,-1.8102965654803894e-13
3HPPtex,3-hydroxypropionate transport via diffusion (extracellular to periplasm),3hpp_e <=> 3hpp_p,CIW80_25725 or CIW80_22660 or CIW80_05020 or CIW80_19480,"Transport, Outer Membrane",Not essential,-1000.0,1000.0,3.0566714868286385e-15,0.0
