Unnamed: 0,CU651637,CP001855,CP002167,CP000468,CP000946,CP000819,CP001665,AM946981,CP001509,CP001396,CP001637,AP012030,CU928162,CP000802,CU928160,CP002516,AP009240,AP009378,CP000948,U00096,AP009048,CP002185,CP002967,FN554766,CU928145,AP010958,AP010960,CP001164,AE005174,BA000007,CP001368,AP010953,CP001846,CP000970,FM180568,CP000800,FN649414,CP002729,CP001969,CU928161,CP000247,CP001671,AE014075,CU928164,CP002797,CU928163,CP000243,CP001063,CP000036,CP000034,CP001383,AE014073,AE005674,CP000266,CP000038
CIW80_21540,LF82_2613,NRG857_03175,UM146_14050,APECO1_1364,EcolC_2944,ECB_00671,ECBD_2950,B21_00660,ECD_00671,BWG_0570,EcDH1_2925,ECDH1ME8569_0670,ECED1_0683,EcHS_A0759,ECIAI1_0685,EKO11_3168,ECSE_0770,ECSF_0639,ECDH10B_0778,b0711,ybgJ,ECW_m0765,WFL_03735,EC042_0728,EC55989_0694,ECO103_0704,ECO111_0728,ECH74115_0801,Z0862,ECs_0736,ECSP_0753,ECO26_0772,G2583_0866,EcSMS35_0726,E2348C_0594,EcE24377A_0736,ETEC_0723,UMNK88_747,ECOK1_0714,ECS88_0739,ECP_0724,ECABU_c07570,c0790,ECIAI39_0663,ECNA114_0642,ECUMN_0789,UTI89_C0709,SbBS512_E0628,SBO_0570,SDY_0646,SFxv_0646,S0599,SF0586,SFV_0624,SSON_0662
CIW80_21545,LF82_2614,NRG857_03180,UM146_14045,APECO1_1363,EcolC_2943,ECB_00672,ECBD_2949,B21_00661,ECD_00672,BWG_0571,EcDH1_2924,ECDH1ME8569_0671,ECED1_0684,EcHS_A0760,ECIAI1_0686,EKO11_3167,ECSE_0771,ECSF_0640,ECDH10B_0779,b0712,ybgK,ECW_m0766,WFL_03740,EC042_0729,EC55989_0695,ECO103_0705,ECO111_0729,ECH74115_0802,Z0863,ECs_0737,ECSP_0754,ECO26_0773,G2583_0867,EcSMS35_0727,E2348C_0595,EcE24377A_0737,ETEC_0724,UMNK88_748,ECOK1_0715,ECS88_0740,ECP_0725,ECABU_c07580,c0791,ECIAI39_0664,ECNA114_0643,ECUMN_0790,UTI89_C0710,SbBS512_E0629,SBO_0571,SDY_0647,None,None,SF0585,None,SSON_0663
CIW80_21550,LF82_2615,NRG857_03185,UM146_14040,APECO1_1362,EcolC_2942,ECB_00673,ECBD_2948,B21_00662,ECD_00673,BWG_0572,EcDH1_2923,ECDH1ME8569_0672,ECED1_0685,EcHS_A0761,ECIAI1_0687,EKO11_3166,ECSE_0772,ECSF_0641,ECDH10B_0780,b0713,ybgL,ECW_m0767,WFL_03745,EC042_0730,EC55989_0696,ECO103_0706,ECO111_0730,ECH74115_0803,Z0864,ECs_0738,ECSP_0755,ECO26_0774,G2583_0868,EcSMS35_0728,E2348C_0596,EcE24377A_0738,ETEC_0725,UMNK88_749,ECOK1_0716,ECS88_0741,ECP_0726,ECABU_c07590,c0792,ECIAI39_0665,ECNA114_0644,ECUMN_0791,UTI89_C0711,SbBS512_E0630,SBO_0572,SDY_0648,SFxv_0644,S0597,SF0584,SFV_0622,SSON_0664
CIW80_21555,LF82_1475,NRG857_03190,UM146_14035,APECO1_1361,EcolC_2941,ECB_00674,ECBD_2947,B21_00663,ECD_00674,BWG_0573,EcDH1_2922,ECDH1ME8569_0673,ECED1_0686,EcHS_A0762,ECIAI1_0688,EKO11_3165,ECSE_0773,ECSF_0642,ECDH10B_0781,b0714,nei,ECW_m0768,WFL_03750,EC042_0731,EC55989_0697,ECO103_0707,ECO111_0731,None,Z0865,ECs_0739,ECSP_0756,ECO26_0775,G2583_0869,EcSMS35_0730,E2348C_0597,EcE24377A_0740,ETEC_0726,UMNK88_751,ECOK1_0718,ECS88_0742,ECP_0727,ECABU_c07600,c0793,ECIAI39_0666,ECNA114_0645,ECUMN_0792,UTI89_C0712,SbBS512_E0632,SBO_0573,SDY_0649,SFxv_0643,S0596,SF0583,SFV_0621,SSON_0665
CIW80_21560,LF82_0007,NRG857_03195,UM146_14030,APECO1_1360,EcolC_2940,ECB_00675,ECBD_2946,B21_00664,ECD_00675,BWG_0574,EcDH1_2921,ECDH1ME8569_0674,ECED1_0687,EcHS_A0763,ECIAI1_0689,EKO11_3164,ECSE_0774,ECSF_0643,ECDH10B_0782,b0715,abrB,ECW_m0769,WFL_03755,EC042_0732,EC55989_0698,ECO103_0708,ECO111_0732,ECH74115_0804,Z0867,ECs_0740,ECSP_0757,ECO26_0776,G2583_0870,EcSMS35_0729,E2348C_0598,None,ETEC_0727,UMNK88_750,ECOK1_0717,ECS88_0743,ECP_0728,ECABU_c07610,c0794,ECIAI39_0667,ECNA114_0646,ECUMN_0793,UTI89_C0713,SbBS512_E0631,SBO_0574,SDY_0650,SFxv_0642,S0595,SF0582,None,SSON_0666
CIW80_21565,LF82_082,NRG857_03200,UM146_14025,APECO1_1359,EcolC_2939,ECB_00676,ECBD_2945,B21_00665,ECD_00676,BWG_0575,EcDH1_2920,ECDH1ME8569_0675,ECED1_0688,EcHS_A0764,ECIAI1_0690,EKO11_3163,ECSE_0775,None,ECDH10B_0783,b0716,ybgO,ECW_m0770,WFL_03760,EC042_0733,EC55989_0699,ECO103_0709,ECO111_0733,ECH74115_0806,Z0868,ECs_0741,ECSP_0758,ECO26_0777,G2583_0871,EcSMS35_0731,E2348C_0599,EcE24377A_0742,ETEC_0728,UMNK88_752,ECOK1_0719,ECS88_0744,ECP_0730,ECABU_c07630,c0795,None,None,ECUMN_0794,UTI89_C0714,None,None,SDY_0651,None,None,SF0581,SFV_0619,SSON_0667
CIW80_21570,LF82_0875,NRG857_03205,UM146_14020,APECO1_1358,EcolC_2935,ECB_00680,ECBD_2941,B21_00669,ECD_00680,BWG_0579,EcDH1_2916,ECDH1ME8569_0679,ECED1_0689,EcHS_A0768,ECIAI1_0694,EKO11_3159,ECSE_0780,ECSF_0653,ECDH10B_0787,b0720,gltA,ECW_m0774,WFL_03780,EC042_0737,EC55989_0703,ECO103_0714,ECO111_0737,ECH74115_0810,Z0873,ECs_0745,ECSP_0762,ECO26_0781,G2583_0875,EcSMS35_0732,E2348C_0600,EcE24377A_0747,ETEC_0731,UMNK88_756,ECOK1_0720,ECS88_0745,ECP_0731,ECABU_c07650,c0796,ECIAI39_0677,ECNA114_0656,ECUMN_0798,UTI89_C0715,SbBS512_E0638,SBO_0578,SDY_0658,SFxv_0636,S0590,SF0577,SFV_0615,SSON_0671
CIW80_21575,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,ECSE_0779,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,ECP_0732,ECABU_c07640,c0797,None,None,None,UTI89_C0716,None,None,None,SFxv_0637,None,None,None,None
CIW80_21580,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
CIW80_21585,LF82_2099,NRG857_03210,UM146_14015,APECO1_1357,EcolC_2934,ECB_00681,ECBD_2939,B21_00670,ECD_00681,BWG_0580,EcDH1_2914,ECDH1ME8569_0680,ECED1_0691,EcHS_A0769,ECIAI1_0695,EKO11_3158,ECSE_0781,ECSF_0654,ECDH10B_0788,b0721,sdhC,ECW_m0776,WFL_03785,EC042_0739,EC55989_0705,ECO103_0715,ECO111_0738,ECH74115_0813,Z0875,ECs_0746,ECSP_0763,ECO26_0782,G2583_0876,EcSMS35_0734,E2348C_0601,EcE24377A_0748,ETEC_0732,UMNK88_757,ECOK1_0721,ECS88_0747,ECP_0733,ECABU_c07660,c0798,ECIAI39_0679,ECNA114_0657,ECUMN_0799,UTI89_C0717,SbBS512_E0640,SBO_0579,SDY_0659,SFxv_0635,S0589,SF0576,SFV_0614,SSON_0672
CIW80_21590,LF82_2100,NRG857_03215,UM146_14010,APECO1_1356,EcolC_2933,ECB_00682,ECBD_2938,B21_00671,ECD_00682,BWG_0581,EcDH1_2913,ECDH1ME8569_0681,ECED1_0692,EcHS_A0770,ECIAI1_0696,EKO11_3157,ECSE_0782,ECSF_0655,ECDH10B_0789,b0722,sdhD,ECW_m0777,WFL_03790,EC042_0740,EC55989_0706,ECO103_0716,ECO111_0739,ECH74115_0814,Z0876,ECs_0747,ECSP_0764,ECO26_0783,G2583_0877,EcSMS35_0735,E2348C_0602,EcE24377A_0749,ETEC_0733,UMNK88_758,ECOK1_0722,ECS88_0748,ECP_0734,ECABU_c07680,c0800,ECIAI39_0680,ECNA114_0658,ECUMN_0800,UTI89_C0718,SbBS512_E0641,SBO_0580,SDY_0660,SFxv_0634,S0588,SF0575,SFV_0613,SSON_0673
CIW80_21595,LF82_2097,NRG857_03220,UM146_14005,APECO1_1355,EcolC_2932,ECB_00683,ECBD_2937,B21_00672,ECD_00683,BWG_0582,EcDH1_2912,ECDH1ME8569_0682,ECED1_0693,EcHS_A0771,ECIAI1_0697,EKO11_3156,ECSE_0783,ECSF_0656,ECDH10B_0790,b0723,sdhA,ECW_m0778,WFL_03795,EC042_0741,EC55989_0707,ECO103_0717,ECO111_0740,ECH74115_0815,Z0877,ECs_0748,ECSP_0765,ECO26_0784,G2583_0878,EcSMS35_0736,E2348C_0603,EcE24377A_0750,ETEC_0734,UMNK88_759,ECOK1_0723,ECS88_0749,ECP_0735,ECABU_c07690,c0801,ECIAI39_0681,ECNA114_0659,ECUMN_0801,UTI89_C0719,SbBS512_E0642,SBO_0581,SDY_0661,SFxv_0633,S0587,SF0574,SFV_0612,SSON_0674
CIW80_21600,LF82_2098,NRG857_03225,UM146_14000,APECO1_1354,EcolC_2931,ECB_00684,ECBD_2936,B21_00673,ECD_00684,BWG_0583,EcDH1_2911,ECDH1ME8569_0683,ECED1_0694,EcHS_A0772,ECIAI1_0698,EKO11_3155,ECSE_0784,ECSF_0657,ECDH10B_0791,b0724,sdhB,ECW_m0779,WFL_03800,EC042_0742,EC55989_0708,ECO103_0718,ECO111_0741,ECH74115_0816,Z0878,ECs_0749,ECSP_0766,ECO26_0785,G2583_0879,EcSMS35_0737,E2348C_0604,EcE24377A_0751,ETEC_0735,UMNK88_760,ECOK1_0724,ECS88_0750,ECP_0736,ECABU_c07700,c0802,ECIAI39_0682,ECNA114_0660,ECUMN_0802,UTI89_C0720,SbBS512_E0643,SBO_0582,SDY_0662,SFxv_0632,S0586,SF0573,SFV_0611,SSON_0675
CIW80_21605,LF82_2195,NRG857_03230,UM146_13995,APECO1_1353,EcolC_2930,ECB_00685,ECBD_2935,B21_00674,ECD_00685,BWG_0584,EcDH1_2910,ECDH1ME8569_0684,ECED1_0695,EcHS_A0773,ECIAI1_0699,EKO11_3154,ECSE_0785,ECSF_0658,ECDH10B_0792,b0726,sucA,ECW_m0780,WFL_03805,EC042_0743,EC55989_0709,ECO103_0719,ECO111_0742,ECH74115_0818,Z0880,ECs_0751,ECSP_0768,ECO26_0786,G2583_0881,EcSMS35_0738,E2348C_0605,EcE24377A_0752,ETEC_0736,UMNK88_762,ECOK1_0725,ECS88_0751,ECP_0737,ECABU_c07710,c0803,ECIAI39_0683,ECNA114_0661,ECUMN_0803,UTI89_C0721,SbBS512_E0645,SBO_0584,SDY_0664,SFxv_0629,S0584,SF0571,SFV_0610,SSON_0677
CIW80_21610,LF82_2196,NRG857_03235,UM146_13990,APECO1_1352,EcolC_2929,ECB_00686,ECBD_2934,B21_00675,ECD_00686,BWG_0585,EcDH1_2909,ECDH1ME8569_0685,ECED1_0696,EcHS_A0774,ECIAI1_0700,EKO11_3153,ECSE_0786,ECSF_0659,ECDH10B_0793,b0727,sucB,ECW_m0781,WFL_03810,EC042_0744,EC55989_0710,ECO103_0720,ECO111_0743,ECH74115_0819,Z0881,ECs_0752,ECSP_0769,ECO26_0787,G2583_0882,EcSMS35_0739,E2348C_0606,EcE24377A_0753,ETEC_0737,UMNK88_763,ECOK1_0726,ECS88_0752,ECP_0738,ECABU_c07720,c0804,ECIAI39_0684,ECNA114_0662,ECUMN_0804,UTI89_C0722,SbBS512_E0646,SBO_0585,SDY_0665,SFxv_0628,S0583,SF0570,SFV_0609,SSON_0678
CIW80_21615,LF82_2197,NRG857_03240,UM146_13985,APECO1_1351,EcolC_2928,ECB_00687,ECBD_2933,B21_00676,ECD_00687,BWG_0586,EcDH1_2908,ECDH1ME8569_0686,ECED1_0697,EcHS_A0775,ECIAI1_0701,EKO11_3152,ECSE_0787,ECSF_0660,ECDH10B_0794,b0728,sucC,ECW_m0782,WFL_03815,EC042_0745,EC55989_0711,ECO103_0721,ECO111_0744,ECH74115_0820,Z0882,ECs_0753,ECSP_0770,ECO26_0788,G2583_0883,EcSMS35_0740,E2348C_0607,EcE24377A_0754,ETEC_0738,UMNK88_764,ECOK1_0727,ECS88_0753,ECP_0739,ECABU_c07730,c0805,ECIAI39_0685,ECNA114_0663,ECUMN_0805,UTI89_C0723,SbBS512_E0647,SBO_0586,SDY_0666,SFxv_0627,S0582,SF0569,SFV_0608,SSON_0679
CIW80_21620,LF82_2198,NRG857_03245,UM146_13980,APECO1_1350,EcolC_2927,ECB_00688,ECBD_2932,B21_00677,ECD_00688,BWG_0587,EcDH1_2907,ECDH1ME8569_0687,ECED1_0698,EcHS_A0776,ECIAI1_0702,EKO11_3151,ECSE_0788,ECSF_0661,ECDH10B_0795,b0729,sucD,ECW_m0783,WFL_03820,EC042_0746,EC55989_0712,ECO103_0722,ECO111_0745,ECH74115_0821,Z0883,ECs_0754,ECSP_0771,ECO26_0789,G2583_0884,EcSMS35_0741,E2348C_0608,EcE24377A_0755,ETEC_0739,UMNK88_765,ECOK1_0728,ECS88_0754,ECP_0740,ECABU_c07740,c0806,ECIAI39_0686,ECNA114_0664,ECUMN_0806,UTI89_C0724,SbBS512_E0648,SBO_0587,SDY_0667,SFxv_0626,S0581,SF0568,SFV_0607,SSON_0680
CIW80_21625,LF82_083,NRG857_03250,UM146_13975,APECO1_1349,None,None,None,None,None,None,None,None,ECED1_0699,None,None,None,None,ECSF_0665,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,ECOK1_0729,ECS88_0755,ECP_0741,ECABU_c07750,c0807,None,ECNA114_0668,None,UTI89_C0725,None,None,None,None,None,None,None,None
CIW80_21630,LF82_084,NRG857_03255,UM146_13970,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,ECOK1_0730,None,ECP_0742,ECABU_c07760,c0808,None,None,None,UTI89_C0726,None,None,None,None,None,None,None,None
CIW80_21635,LF82_0400,NRG857_03260,UM146_13965,APECO1_1348,EcolC_2923,ECB_00692,ECBD_2928,B21_00681,ECD_00692,BWG_0591,EcDH1_2903,ECDH1ME8569_0692,ECED1_0700,EcHS_A0785,ECIAI1_0708,EKO11_3147,ECSE_0793,ECSF_0666,ECDH10B_0799,b0733,cydA,ECW_m0787,WFL_03845,EC042_0759,EC55989_0718,ECO103_0727,ECO111_0749,ECH74115_0835,Z0900,ECs_0768,ECSP_0786,ECO26_0793,G2583_0899,EcSMS35_0755,E2348C_0616,EcE24377A_0761,ETEC_0743,UMNK88_770,ECOK1_0732,ECS88_0756,ECP_0743,ECABU_c07770,c0811,ECIAI39_0708,ECNA114_0669,ECUMN_0821,UTI89_C0727,SbBS512_E0654,SBO_0592,SDY_0680,SFxv_0621,S0577,SF0564,SFV_0603,SSON_0685
CIW80_21640,LF82_0401,NRG857_03265,UM146_13960,None,EcolC_2922,ECB_00693,ECBD_2927,B21_00682,ECD_00693,BWG_0592,EcDH1_2902,ECDH1ME8569_0693,ECED1_0701,EcHS_A0786,ECIAI1_0709,EKO11_3146,ECSE_0794,ECSF_0667,ECDH10B_0800,b0734,cydB,ECW_m0788,WFL_03850,EC042_0760,EC55989_0719,ECO103_0728,ECO111_0750,ECH74115_0836,Z0901,ECs_0769,ECSP_0787,ECO26_0794,G2583_0900,EcSMS35_0756,E2348C_0617,EcE24377A_0762,ETEC_0744,UMNK88_771,ECOK1_0733,ECS88_0757,ECP_0744,ECABU_c07780,c0812,ECIAI39_0709,ECNA114_0670,ECUMN_0822,UTI89_C0729,SbBS512_E0655,SBO_0593,SDY_0681,SFxv_0620,S0576,SF0563,SFV_0602,SSON_0686
CIW80_21645,LF82_2617,NRG857_03270,UM146_13955,None,EcolC_2921,ECB_00694,ECBD_2926,B21_00683,ECD_00694,BWG_0593,EcDH1_2901,ECDH1ME8569_0694,None,EcHS_A0787,None,EKO11_3145,None,None,ECDH10B_0801,b4515,ybgT,ECW_m0789,WFL_03855,None,None,ECO103_0729,ECO111_0751,ECH74115_0837,None,ECs_5391,None,ECO26_0795,G2583_0901,EcSMS35_0757,E2348C_0618,EcE24377A_0763,ETEC_0745,UMNK88_772,ECOK1_0734,None,ECP_0745,ECABU_c07800,None,None,ECNA114_0671,None,UTI89_C0730,SbBS512_E0656,None,SDY_0682,SFxv_0619,None,None,None,None
CIW80_21650,LF82_2609,NRG857_03275,UM146_13950,APECO1_1346,EcolC_2920,ECB_00695,ECBD_2925,B21_00684,ECD_00695,BWG_0594,EcDH1_2900,ECDH1ME8569_0695,ECED1_0702,EcHS_A0788,ECIAI1_0710,EKO11_3144,ECSE_0795,ECSF_0668,ECDH10B_0802,b0735,ybgE,ECW_m0790,WFL_03860,EC042_0761,EC55989_0720,ECO103_0730,ECO111_0752,ECH74115_0838,Z0903,ECs_0770,ECSP_0788,ECO26_0796,G2583_0902,EcSMS35_0758,E2348C_0619,EcE24377A_0764,ETEC_0746,UMNK88_773,ECOK1_0735,ECS88_0758,ECP_0746,ECABU_c07810,c0814,ECIAI39_0710,ECNA114_0672,ECUMN_0823,UTI89_C0731,SbBS512_E0657,SBO_0594,SDY_0683,SFxv_0618,S0575,SF0562,SFV_0601,SSON_0687
CIW80_21655,LF82_2608,NRG857_03280,UM146_13945,APECO1_1345,EcolC_2919,ECB_00696,ECBD_2924,B21_00685,ECD_00696,BWG_0595,EcDH1_2899,ECDH1ME8569_0696,ECED1_0703,EcHS_A0789,ECIAI1_0711,EKO11_3143,ECSE_0796,ECSF_0669,ECDH10B_0803,b0736,ybgC,ECW_m0791,WFL_03865,EC042_0762,EC55989_0721,ECO103_0731,ECO111_0753,ECH74115_0839,Z0904,ECs_0771,ECSP_0789,ECO26_0797,G2583_0903,EcSMS35_0759,E2348C_0620,EcE24377A_0765,ETEC_0747,UMNK88_774,ECOK1_0736,ECS88_0759,ECP_0747,ECABU_c07820,c0815,ECIAI39_0711,ECNA114_0673,ECUMN_0824,UTI89_C0732,SbBS512_E0658,SBO_0595,SDY_0684,SFxv_0617,S0574,SF0561,SFV_0600,SSON_0688
CIW80_21660,LF82_2279,NRG857_03285,UM146_13940,APECO1_1344,EcolC_2918,ECB_00697,ECBD_2923,B21_00686,ECD_00697,BWG_0596,EcDH1_2898,ECDH1ME8569_0697,ECED1_0704,EcHS_A0790,ECIAI1_0712,EKO11_3142,ECSE_0797,ECSF_0670,ECDH10B_0804,b0737,tolQ,ECW_m0792,WFL_03870,EC042_0763,EC55989_0722,ECO103_0732,ECO111_0754,ECH74115_0840,Z0905,ECs_0772,ECSP_0790,ECO26_0798,G2583_0904,EcSMS35_0760,E2348C_0621,EcE24377A_0766,ETEC_0748,UMNK88_775,ECOK1_0737,ECS88_0760,ECP_0748,ECABU_c07830,c0816,ECIAI39_0712,ECNA114_0674,ECUMN_0825,UTI89_C0733,SbBS512_E0659,SBO_0596,SDY_0685,SFxv_0616,S0573,SF0560,SFV_0599,SSON_0689
CIW80_21665,LF82_2280,NRG857_03290,UM146_13935,APECO1_1343,EcolC_2917,ECB_00698,ECBD_2922,B21_00687,ECD_00698,BWG_0597,EcDH1_2897,ECDH1ME8569_0698,ECED1_0705,EcHS_A0791,ECIAI1_0713,EKO11_3141,ECSE_0798,ECSF_0671,ECDH10B_0805,b0738,tolR,ECW_m0793,WFL_03875,EC042_0764,EC55989_0723,ECO103_0733,ECO111_0755,ECH74115_0841,Z0906,ECs_0773,ECSP_0791,ECO26_0799,G2583_0905,EcSMS35_0761,E2348C_0622,EcE24377A_0767,ETEC_0749,UMNK88_776,ECOK1_0738,ECS88_0761,ECP_0749,ECABU_c07840,c0817,ECIAI39_0713,ECNA114_0675,ECUMN_0826,UTI89_C0734,SbBS512_E0660,SBO_0597,SDY_0686,SFxv_0615,S0572,SF0559,SFV_0598,SSON_0690
CIW80_21670,LF82_2276,NRG857_03295,UM146_13930,APECO1_1342,EcolC_2916,ECB_00699,ECBD_2921,B21_00688,ECD_00699,BWG_0598,EcDH1_2896,ECDH1ME8569_0699,ECED1_0706,EcHS_A0792,ECIAI1_0714,EKO11_3140,ECSE_0799,ECSF_0672,ECDH10B_0806,b0739,tolA,ECW_m0794,WFL_03880,EC042_0765,EC55989_0724,ECO103_0734,ECO111_0756,ECH74115_0842,Z0907,ECs_0774,ECSP_0792,ECO26_0800,G2583_0906,EcSMS35_0762,E2348C_0623,EcE24377A_0768,ETEC_0750,UMNK88_777,ECOK1_0739,ECS88_0762,ECP_0750,ECABU_c07850,c0818,ECIAI39_0714,ECNA114_0676,ECUMN_0827,UTI89_C0735,SbBS512_E0661,SBO_0598,SDY_0687,None,S0571,SF0558,SFV_0597,SSON_0691
CIW80_21675,LF82_2277,NRG857_03300,UM146_13925,APECO1_1341,EcolC_2915,ECB_00700,ECBD_2920,B21_00689,ECD_00700,BWG_0599,EcDH1_2895,ECDH1ME8569_0700,ECED1_0707,None,ECIAI1_0715,EKO11_3139,ECSE_0800,ECSF_0673,ECDH10B_0807,b0740,tolB,ECW_m0795,WFL_03885,EC042_0766,EC55989_0725,ECO103_0735,ECO111_0757,ECH74115_0843,Z0908,ECs_0775,ECSP_0793,ECO26_0801,G2583_0907,EcSMS35_0763,E2348C_0624,EcE24377A_0769,ETEC_0751,UMNK88_778,ECOK1_0740,ECS88_0763,ECP_0751,ECABU_c07860,c0819,ECIAI39_0715,ECNA114_0677,ECUMN_0828,UTI89_C0736,SbBS512_E0662,SBO_0599,SDY_0688,SFxv_0613,S0570,SF0557,SFV_0596,SSON_0692
CIW80_21680,LF82_1591,NRG857_03305,UM146_13920,APECO1_1340,EcolC_2914,ECB_00701,ECBD_2919,B21_00690,ECD_00701,BWG_0600,EcDH1_2894,ECDH1ME8569_0701,ECED1_0708,EcHS_A0795,ECIAI1_0716,EKO11_3138,ECSE_0801,ECSF_0674,ECDH10B_0808,b0741,pal,ECW_m0796,WFL_03890,EC042_0767,EC55989_0726,ECO103_0736,ECO111_0758,ECH74115_0844,Z0909,ECs_0776,ECSP_0794,ECO26_0802,G2583_0908,EcSMS35_0764,E2348C_0625,EcE24377A_0770,ETEC_0752,UMNK88_779,ECOK1_0741,ECS88_0764,ECP_0752,ECABU_c07870,c0821,ECIAI39_0716,ECNA114_0678,ECUMN_0829,UTI89_C0738,SbBS512_E0663,SBO_0600,SDY_0689,SFxv_0612,S0569,SF0556,SFV_0595,SSON_0693
CIW80_21685,LF82_2610,NRG857_03310,UM146_13915,APECO1_1339,EcolC_2913,ECB_00702,ECBD_2918,B21_00691,ECD_00702,BWG_0601,EcDH1_2893,ECDH1ME8569_0702,ECED1_0709,EcHS_A0796,ECIAI1_0717,EKO11_3137,ECSE_0802,ECSF_0675,ECDH10B_0809,b0742,ybgF,ECW_m0797,WFL_03895,EC042_0768,EC55989_0727,ECO103_0737,ECO111_0759,ECH74115_0845,Z0910,ECs_0777,ECSP_0795,ECO26_0803,G2583_0909,EcSMS35_0765,E2348C_0626,EcE24377A_0771,ETEC_0753,UMNK88_780,ECOK1_0742,ECS88_0765,ECP_0753,ECABU_c07880,c0822,ECIAI39_0717,ECNA114_0679,ECUMN_0830,UTI89_C0739,SbBS512_E0664,SBO_0601,SDY_0690,SFxv_0611,S0568,SF0555,SFV_0594,SSON_0694
CIW80_21725,LF82_1432,NRG857_03315,UM146_13905,APECO1_1338,EcolC_2912,ECB_00703,ECBD_2917,B21_00692,ECD_00703,BWG_0602,EcDH1_2892,ECDH1ME8569_0703,ECED1_0711,EcHS_A0804,ECIAI1_0718,EKO11_3136,ECSE_0803,ECSF_0676,ECDH10B_0817,b0750,nadA,ECW_m0805,WFL_03900,EC042_0770,EC55989_0729,ECO103_0738,ECO111_0760,ECH74115_0852,Z0919,ECs_0778,ECSP_0802,ECO26_0804,G2583_0916,EcSMS35_0773,E2348C_0627,EcE24377A_0777,ETEC_0754,UMNK88_788,ECOK1_0750,ECS88_0766,ECP_0761,ECABU_c07890,c0825,ECIAI39_0718,ECNA114_0680,ECUMN_0834,UTI89_C0747,SbBS512_E0671,SBO_0605,SDY_0694,SFxv_0610,S0562,SF0554,SFV_0590,None
CIW80_21730,LF82_1681,NRG857_03320,UM146_13900,APECO1_1337,EcolC_2911,ECB_00704,ECBD_2916,B21_00693,ECD_00704,BWG_0603,EcDH1_2891,ECDH1ME8569_0704,ECED1_0712,EcHS_A0805,ECIAI1_0719,EKO11_3135,ECSE_0804,ECSF_0677,ECDH10B_0818,b0751,pnuC,ECW_m0806,WFL_03905,EC042_0771,EC55989_0730,ECO103_0739,ECO111_0761,ECH74115_0854,Z0920,ECs_0779,ECSP_0803,ECO26_0805,G2583_0917,EcSMS35_0775,E2348C_0628,EcE24377A_0779,ETEC_0755,UMNK88_790,ECOK1_0752,ECS88_0767,ECP_0762,ECABU_c07900,c0826,ECIAI39_0719,ECNA114_0681,ECUMN_0835,UTI89_C0748,SbBS512_E0673,SBO_0606,SDY_0695,SFxv_0609,S0561,SF0553,SFV_0589,SSON_0703
CIW80_21735,LF82_3722,NRG857_03325,UM146_13895,APECO1_1336,EcolC_2910,ECB_00705,ECBD_2915,B21_00694,ECD_00705,BWG_0604,EcDH1_2890,ECDH1ME8569_0705,ECED1_0713,EcHS_A0806,ECIAI1_0720,EKO11_3134,ECSE_0805,ECSF_0678,ECDH10B_0819,b0752,zitB,ECW_m0807,WFL_03910,EC042_0772,EC55989_0731,ECO103_0740,ECO111_0762,ECH74115_0853,Z0922,ECs_0780,ECSP_0804,ECO26_0806,G2583_0918,None,E2348C_0629,EcE24377A_0778,ETEC_0756,UMNK88_789,ECOK1_0751,ECS88_0768,ECP_0763,ECABU_c07910,c0827,ECIAI39_0720,ECNA114_0682,ECUMN_0836,UTI89_C0749,SbBS512_E0672,SBO_0607,SDY_0696,SFxv_0608,S0560,SF0552,SFV_0588,SSON_0704
CIW80_21740,LF82_2616,NRG857_03330,UM146_13890,APECO1_1335,EcolC_2909,ECB_00706,ECBD_2914,B21_00695,ECD_00706,BWG_0605,EcDH1_2889,ECDH1ME8569_0706,ECED1_0714,EcHS_A0807,ECIAI1_0721,EKO11_3133,ECSE_0806,ECSF_0679,ECDH10B_0820,b0753,ybgS,ECW_m0808,WFL_03915,EC042_0773,EC55989_0732,ECO103_0741,ECO111_0763,ECH74115_0855,Z0923,ECs_0781,ECSP_0805,ECO26_0807,G2583_0919,EcSMS35_0776,E2348C_0630,EcE24377A_0780,ETEC_0757,UMNK88_791,ECOK1_0753,ECS88_0769,ECP_0764,ECABU_c07920,c0829,ECIAI39_0721,ECNA114_0683,ECUMN_0837,UTI89_C0750,SbBS512_E0674,SBO_0608,SDY_0697,SFxv_0607,S0559,SF0551,SFV_0587,SSON_0705
CIW80_21745,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,SDY_0698,None,None,None,None,None
